run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community	community_size	rank_betweenness	rank_outdegree	rank_local_betweenness	rank_local_outdegree
1	430	Pax6	0.11188811188811189	0.002804827571182711	0.14219114219114218	0.030030716946604797	0	138	9.0	1.0	11.0	1.0
1	430	Pou3f3	0.04895104895104895	0.002080474043090865	0.06526806526806526	0.011872862340152059	0	138	50.0	38.0	16.0	16.0
1	430	Nr2f1	0.07692307692307693	0.00506502842951441	0.09090909090909091	0.028522100952007492	0	138	11.0	18.0	1.0	8.0
1	430	Pou3f2	0.07459207459207459	0.002793935036925691	0.08857808857808858	0.020989913513278	0	138	24.0	20.0	12.0	9.0
1	430	Hoxb2	0.0979020979020979	0.004215410757466832	0.1048951048951049	0.01970459447094961	0	138	30.0	7.0	4.0	3.0
1	430	Ebf2	0.05827505827505827	0.002151275515761497	0.09090909090909091	0.020723046423981	1	74	25.0	18.0	1.0	13.0
1	372	Pax6	0.11320754716981132	0.004443796896627085	0.12398921832884098	0.05001092736941794	0	120	7.0	2.0	4.0	1.0
1	372	Pou3f3	0.04043126684636119	0.0027682669192103156	0.05929919137466308	0.03236686821592482	0	120	14.0	40.0	14.0	18.0
1	372	Nr2f1	0.07008086253369272	0.004290813724775989	0.08086253369272238	0.023136883514242004	0	120	24.0	19.0	5.0	9.0
1	372	Pou3f2	0.07547169811320756	0.0038464340351132805	0.08355795148247978	0.021235521235521235	0	120	27.0	17.0	10.0	8.0
1	372	Hoxb2	0.08894878706199462	0.004502076200189407	0.09703504043126684	0.02012092955489182	0	120	30.0	10.0	3.0	4.0
1	372	Ebf2	0.04582210242587601	0.0016463903256356087	0.07816711590296496	0.027536970933197347	1	66	19.0	21.0	2.0	21.0
1	325	Pax6	0.10185185185185185	0.0025513129228299505	0.12037037037037036	0.020964721171119517	0	86	35.0	2.0	8.0	2.0
1	325	Pou3f3	0.043209876543209874	0.002006650613461759	0.05864197530864197	0.04282765737874097	0	86	11.0	35.0	12.0	12.0
1	325	Nr2f1	0.08024691358024691	0.006851278523105148	0.08641975308641975	0.0430092114818637	0	86	10.0	12.0	1.0	5.0
1	325	Pou3f2	0.07407407407407407	0.004003745747811795	0.08024691358024691	0.034963498069793215	0	86	17.0	17.0	2.0	7.0
1	325	Hoxb2	0.07407407407407407	0.0037075258953483924	0.08333333333333333	0.02003783969728242	0	86	38.0	15.0	5.0	7.0
1	325	Ebf2	0.030864197530864196	0.000592439704926805	0.05555555555555555	0.02182471429117456	3	39	30.0	39.0	6.0	3.0
1	286	Pax6	0.10877192982456141	0.007857672349888807	0.10877192982456141	0.030602915740054363	0	99	28.0	4.0	1.0	1.0
1	286	Pou3f3	0.028070175438596492	0.001840869780084013	0.052631578947368425	0.06109463800345936	3	44	6.0	36.0	6.0	7.0
1	286	Nr2f1	0.06666666666666667	0.00584383493946133	0.08421052631578947	0.03215962441314554	0	99	27.0	14.0	4.0	10.0
1	286	Pou3f2	0.0736842105263158	0.006325673338275266	0.08771929824561403	0.06440573264146282	0	99	5.0	13.0	3.0	7.0
1	286	Hoxb2	0.07017543859649122	0.0041882876204596	0.0736842105263158	0.01687669878922659	0	99	51.0	18.0	9.0	9.0
1	286	Ebf2	0.028070175438596492	0.0010625154435384236	0.052631578947368425	0.01598715097603163	2	60	52.0	36.0	19.0	26.0
1	244	Pax6	0.09465020576131689	0.005373601333197292	0.10699588477366256	0.02737815869129	0	67	23.0	4.0	4.0	2.0
1	244	Pou3f3	0.03292181069958848	0.00030609121518212427	0.04938271604938272	0.06404108424310444	0	67	4.0	37.0	21.0	13.0
1	244	Nr2f1	0.06584362139917696	0.004370302350100329	0.07407407407407408	0.0267149610583954	0	67	25.0	18.0	8.0	7.0
1	244	Pou3f2	0.06995884773662552	0.008434513485018535	0.07407407407407408	0.034112165425296735	0	67	14.0	18.0	1.0	6.0
1	244	Hoxb2	0.05761316872427984	0.005492636805768118	0.06584362139917696	0.020355065809611262	0	67	32.0	27.0	2.0	9.0
1	244	Ebf2	0.02880658436213992	0.001343400333299323	0.04938271604938272	0.012685780362548039	2	41	49.0	37.0	4.0	16.0
1	218	Pax6	0.0967741935483871	0.01062467997951869	0.10599078341013825	0.04456818569721796	0	62	9.0	5.0	1.0	1.0
1	218	Pou3f3	0.041474654377880185	0.002944188428059396	0.05529953917050691	0.04755504352278546	2	43	8.0	27.0	5.0	3.0
1	218	Nr2f1	0.041474654377880185	0.002154804574159413	0.07373271889400922	0.02248677248677249	2	43	21.0	16.0	7.0	3.0
1	218	Pou3f2	0.05529953917050691	0.00439494794333504	0.07373271889400922	0.031660692951015534	0	62	15.0	16.0	8.0	9.0
1	218	Hoxb2	0.05529953917050691	0.003157535415599932	0.06451612903225806	0.021057347670250897	0	62	25.0	24.0	10.0	9.0
1	218	Ebf2	0.02304147465437788	0.0008533879501621438	0.03686635944700461	0.01062467997951869	1	44	42.0	43.0	17.0	26.0
1	175	Pax6	0.09195402298850575	0.007640688326357052	0.10344827586206896	0.04464819613314729	0	49	10.0	6.0	4.0	2.0
1	175	Pou3f3	0.034482758620689655	0.0022922064979071155	0.05172413793103448	0.055411600558102445	2	33	8.0	33.0	5.0	3.0
1	175	Nr2f1	0.040229885057471264	0.0015281376652714104	0.06896551724137931	0.03843598431997874	2	33	14.0	20.0	8.0	2.0
1	175	Pou3f2	0.08045977011494253	0.007341704870108298	0.08620689655172414	0.028802072951963322	0	49	23.0	12.0	5.0	6.0
1	175	Hoxb2	0.04597701149425287	0.003355258786791575	0.05747126436781609	0.027739020663078862	0	49	25.0	30.0	10.0	9.0
1	175	Ebf2	0.017241379310344827	0.0001661019201381968	0.034482758620689655	0.011627134409673775	1	41	40.0	45.0	27.0	26.0
1	152	Pax6	0.09271523178807947	0.00966887417218543	0.09933774834437085	0.033245033112582784	0	53	17.0	9.0	4.0	4.0
1	152	Pou3f3	0.033112582781456956	0.0026490066225165563	0.046357615894039736	0.045960264900662254	2	28	12.0	35.0	6.0	4.0
1	152	Nr2f1	0.033112582781456956	0.000706401766004415	0.0728476821192053	0.016600441501103753	2	28	30.0	21.0	10.0	4.0
