run	nodes	geneid	community
1	431	Shox2	1
1	431	Unc5c	1
1	431	Tgfb1i1	0
1	431	Chst2	0
1	431	Foxp1	0
1	431	Mfng	0
1	431	Car3	0
1	431	Kcnip3	0
1	431	Kcnj12	0
1	431	Kcnq4	0
1	431	Tpm2	0
1	431	Tlx3	1
1	431	Nefm	1
1	431	Ubash3b	0
1	431	Pou6f2	1
1	431	Ccdc187	0
1	431	Vgll2	0
1	431	Eya1	0
1	431	Phox2a	1
1	431	Isl1	0
1	431	Plxna4	1
1	431	Mthfd2	0
1	431	Cadps2	1
1	431	Timp3	0
1	431	Gpr20	0
1	431	Plk3	0
1	431	Mtcl1	0
1	431	Sept11	0
1	431	Met	1
1	431	Ablim1	1
1	431	Mapk8	1
1	431	Gm43712	0
1	431	Skap2	0
1	431	Snx18	0
1	431	Mapk8ip2	1
1	431	Rbms3	1
1	431	Madd	1
1	431	Pik3cd	1
1	431	Ntrk2	1
1	431	Arx	0
1	431	Slco3a1	0
1	431	Eps15	1
1	431	Nrg1	0
1	431	St8sia3	1
1	431	Cntn2	0
1	431	Onecut2	1
1	431	Six3	0
1	431	Cacnb4	1
1	431	Abcg2	0
1	431	Lin28b	0
1	431	Mrpl21	0
1	431	Rexo2	0
1	431	Sncg	1
1	431	Srrm3	0
1	431	Nefl	1
1	431	Zc2hc1a	1
1	431	Gnl3l	1
1	431	Maoa	1
1	431	Rassf4	0
1	431	Shc1	0
1	431	Atp6v0e	0
1	431	Mbp	0
1	431	Ola1	0
1	431	Slc35d2	0
1	431	Fam83e	0
1	431	Nt5dc3	1
1	431	Cacng4	1
1	431	Elavl2	1
1	431	Adgrg2	1
1	431	Pou4f2	1
1	431	Cldn3	0
1	431	Mab21l2	1
1	431	Snap25	1
1	431	Cldn5	0
1	431	Gm37120	0
1	431	Map7d1	1
1	431	Cacna1e	1
1	431	Rufy3	1
1	431	Gcat	0
1	431	Sez6l2	1
1	431	Map6	1
1	431	Sdc2	0
1	431	Stmn2	1
1	431	Mmp24	1
1	431	Grik1	1
1	431	Ppp3ca	1
1	431	Plcl1	1
1	431	Ngfr	1
1	431	Tmod2	1
1	431	D430019H16Rik	1
1	431	Erc2	1
1	431	Ap1s2	1
1	431	Bex2	1
1	431	Chodl	1
1	431	Mras	1
1	431	Cryba1	0
1	431	Peg10	0
1	431	Cnrip1	1
1	431	Dll3	0
1	431	Ttll7	1
1	431	Olfm1	1
1	431	Iah1	0
1	431	Polr2a	0
1	431	Gap43	1
1	431	Ebf1	1
1	431	Rhobtb2	1
1	431	Pkib	0
1	431	Cd24a	1
1	431	Sept3	1
1	431	Srgap1	1
1	431	Ppp1r17	0
1	431	Syt1	1
1	431	Inka2	0
1	431	Scg3	1
1	431	Pou3f1	0
1	431	Nsg2	1
1	431	Rprm	1
1	431	Marc2	0
1	431	Ctsc	0
1	431	Parvb	1
1	431	Emb	0
1	431	Syt11	1
