run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
5	90	Halr1	0.056179775280898875	0.004213483146067416	0.06741573033707865	0.0351123595505618	0
5	90	Gm45060	0.0449438202247191	0.001787538304392237	0.06741573033707865	0.012257405515832483	0
5	90	Dcdc2a	0.056179775280898875	0.003830439223697651	0.06741573033707865	0.0057456588355464765	0
5	90	Neurod2	0.0449438202247191	0.009576098059244127	0.0449438202247191	0.10955056179775281	1
5	90	Lhx2	0.011235955056179775	0.0	0.011235955056179775	0.0	1
5	90	Cplx2	0.07865168539325842	0.009703779366700716	0.12359550561797752	0.03689989785495404	0
5	90	Efnb1	0.06741573033707865	0.0021705822267620023	0.07865168539325842	0.016726251276813073	0
5	90	Eif4e3	0.056179775280898875	0.003192032686414709	0.056179775280898875	0.09703779366700716	2
5	90	Sst	0.0449438202247191	0.0022982635342185904	0.056179775280898875	0.07201225740551584	4
5	90	Bhlhe23	0.02247191011235955	0.0007660878447395302	0.02247191011235955	0.007022471910112359	4
5	90	Eef2k	0.0449438202247191	0.005490296220633299	0.06741573033707865	0.0515832482124617	0
5	90	Crabp1	0.011235955056179775	0.0	0.011235955056179775	0.0	4
5	90	Spsb4	0.011235955056179775	0.0	0.011235955056179775	0.0	1
5	90	Nhlh1	0.011235955056179775	0.005362614913176711	0.011235955056179775	0.026046986721144024	1
5	90	Cpne6	0.07865168539325842	0.010469867211440246	0.07865168539325842	0.05873340143003065	1
5	90	Olig2	0.033707865168539325	0.0056179775280898875	0.033707865168539325	0.020939734422880493	1
5	90	Ebf2	0.011235955056179775	0.00012768130745658836	0.011235955056179775	0.00012768130745658836	2
5	90	Cit	0.011235955056179775	0.0	0.011235955056179775	0.007022471910112359	6
5	90	Trap1a	0.0	0.0	0.0	0.0	6
5	90	Tff3	0.06741573033707865	0.010597548518896834	0.07865168539325842	0.09397344228804903	0
5	90	Vegfc	0.011235955056179775	0.0006384065372829418	0.011235955056179775	0.0008937691521961185	0
5	90	Sulf1	0.056179775280898875	0.0028089887640449437	0.06741573033707865	0.01710929519918284	0
5	90	Grasp	0.06741573033707865	0.010342185903983657	0.06741573033707865	0.03919816138917263	1
5	90	Tubb3	0.011235955056179775	0.00012768130745658836	0.011235955056179775	0.00012768130745658836	1
5	90	Fgf3	0.056179775280898875	0.0010214504596527069	0.06741573033707865	0.10393258426966293	1
5	90	Lgi4	0.02247191011235955	0.0	0.02247191011235955	0.08937691521961186	1
5	90	2900052N01Rik	0.0449438202247191	0.003192032686414709	0.0449438202247191	0.016087844739530132	1
5	90	Thsd7b	0.02247191011235955	0.005362614913176711	0.02247191011235955	0.10648621041879469	1
5	90	Iqgap2	0.011235955056179775	0.0	0.011235955056179775	0.0	2
5	90	Slc22a23	0.0	0.0	0.0	0.0	2
5	90	Ppp1r17	0.011235955056179775	0.0006384065372829418	0.011235955056179775	0.007022471910112359	4
5	90	Rai14	0.02247191011235955	0.0026813074565883556	0.02247191011235955	0.014683350357507662	2
5	90	Plcg2	0.011235955056179775	0.0	0.011235955056179775	0.0	0
5	90	Ebf1	0.011235955056179775	0.0	0.011235955056179775	0.0	5
5	90	1700025G04Rik	0.011235955056179775	0.0006384065372829418	0.02247191011235955	0.009448416751787538	5
5	90	Palld	0.033707865168539325	0.0010214504596527069	0.033707865168539325	0.013789581205311542	4
5	90	5930412G12Rik	0.02247191011235955	0.004341164453524005	0.033707865168539325	0.09231358529111339	1
5	90	Robo3	0.0	0.0	0.0	0.0	4
5	90	Kpna4	0.0	0.0	0.0	0.0	2
5	90	Slc1a2	0.0	0.0	0.0	0.0	2
5	90	Ssu2	0.02247191011235955	0.0	0.02247191011235955	0.0	0
5	90	Hoxb8	0.011235955056179775	0.0007660878447395302	0.011235955056179775	0.0007660878447395302	1
5	90	Lhx9	0.02247191011235955	0.0005107252298263534	0.02247191011235955	0.0005107252298263534	3
5	90	Phlda1	0.0	0.0	0.0	0.0	3
