run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	392	Zic5	0.2122762148337596	0.0006885697422781822	0.2762148337595908	0.004131418453669093	1
1	392	Gm25636	0.09207161125319693	0.0009771132533280872	0.09718670076726343	0.0029378975670535773	1
1	392	Ehd4	0.11508951406649617	0.0009246507967735589	0.13043478260869568	0.004072398190045249	1
1	392	Pkib	0.20460358056265987	0.007207029969178306	0.21994884910485935	0.01661092530657748	1
1	392	Rhox9	0.09974424552429668	0.0009312086038428749	0.09974424552429668	0.0030756115155092137	2
1	392	Krt7	0.14066496163682865	0.0018361859794084857	0.14066496163682865	0.007148009705554462	2
1	392	Id3	0.18670076726342713	0.0035412158174306513	0.3120204603580563	0.024618007738212343	1
1	392	Sdc2	0.2173913043478261	0.004013377926421404	0.24296675191815859	0.00993507771001377	1
1	392	Emb	0.15601023017902815	0.0031018427437864778	0.22506393861892585	0.011528624827857565	1
1	392	F2rl1	0.14578005115089515	0.0016722408026755853	0.28900255754475707	0.008689094366843727	1
1	392	Trim12c	0.1329923273657289	0.001298445799724572	0.23529411764705885	0.007423437602465735	1
1	392	Pgam2	0.13043478260869568	0.0004787199160600695	0.14066496163682865	0.0076726342710997444	2
1	392	B4galt1	0.05370843989769821	0.0009771132533280872	0.0843989769820972	0.009423568758607122	2
1	392	Plk3	0.17647058823529413	0.001632893960259689	0.18414322250639387	0.003508426782084071	1
1	392	Gjb3	0.11508951406649617	0.0013246770280018361	0.12276214833759591	0.004052724768837301	2
1	392	Usp2	0.05882352941176471	0.00010492491310905633	0.05882352941176471	0.0002557544757033248	2
1	392	Stra8	0.1483375959079284	0.004315037051609942	0.2710997442455243	0.018204472424421272	0
1	392	Ccdc187	0.18158567774936063	0.004374057315233786	0.2071611253196931	0.01647976916519116	1
1	392	Parp12	0.1329923273657289	0.0029969178306774214	0.15601023017902815	0.013804183880910223	0
1	392	Gadd45g	0.015345268542199489	0.0005442979867532297	0.01790281329923274	0.0014492753623188406	0
1	392	Rassf4	0.11764705882352942	0.0008656305331497147	0.11764705882352942	0.0020657092268345466	1
1	392	Prlr	0.10741687979539642	0.002885435110499049	0.12531969309462918	0.012945111154829825	2
1	392	Arpc1b	0.1278772378516624	0.0017706079087153256	0.14578005115089515	0.007167683126762411	2
1	392	Gjb5	0.12531969309462918	0.0019542265066561744	0.13043478260869568	0.0056200406584038295	2
1	392	Mpzl2	0.07161125319693096	0.00040002623122827724	0.08184143222506395	0.002223096596498131	2
1	392	Abracl	0.0639386189258312	0.002196865368220867	0.0639386189258312	0.004570791527313266	1
1	392	Flnc	0.16624040920716113	0.0021378451045970226	0.24296675191815859	0.008413666469932454	1
1	392	Phf19	0.11508951406649617	0.003488753360876123	0.1790281329923274	0.018191356810282642	0
1	392	Ptgr1	0.09462915601023018	0.002819857039805889	0.11764705882352942	0.010321988327103416	0
1	392	Krt19	0.1329923273657289	0.001259098957308676	0.1381074168797954	0.004216669945570201	2
1	392	Esx1	0.09974424552429668	0.0013574660633484162	0.10485933503836319	0.006341399436028592	2
1	392	Sfmbt2	0.11253196930946292	0.0010754803593678273	0.1585677749360614	0.012269657026690275	2
1	392	Foxp1	0.05626598465473146	0.0002885435110499049	0.05626598465473146	0.000327890353465801	1
1	392	Cdh1	0.17135549872122763	0.0019476686995868581	0.2173913043478261	0.007830021640763329	0
1	392	Cald1	0.06649616368286446	0.0005180667584759656	0.10230179028132994	0.00398714669814414	2
1	392	Arx	0.11764705882352942	0.0014689487835267887	0.12276214833759591	0.0029378975670535773	1
1	392	Cited4	0.1739130434782609	0.007016853564168142	0.20971867007672637	0.023411371237458192	0
1	392	Atp6v0e	0.020460358056265986	0.00020984982621811266	0.023017902813299233	0.0012000786936848318	0
1	392	Neurl1b	0.09974424552429668	0.0009771132533280872	0.10230179028132994	0.001921437471309594	2
1	392	Cebpa	0.11253196930946292	0.0003803528100203292	0.11508951406649617	0.0014164863269722605	2
1	392	Msx3	0.07672634271099744	0.000629549478654338	0.07672634271099744	0.0011804052724768838	2
1	392	Frzb	0.03580562659846548	0.00263623844186504	0.03580562659846548	0.005744638992720834	0
1	392	Klhl21	0.15089514066496165	0.005331497147353924	0.26854219948849106	0.025634467833956325	0
1	392	Ung	0.07161125319693096	0.003252672306380746	0.07672634271099744	0.0055610203947799855	0
1	392	H19	0.10997442455242967	0.0007803790412486064	0.12276214833759591	0.00555446258771067	2
1	392	Rhox5	0.10485933503836319	0.001600104924913109	0.11253196930946292	0.007252934618663519	2
1	392	Dusp14	0.10485933503836319	0.0017706079087153256	0.18414322250639387	0.008853039543576628	0
1	392	Kcnk12	0.09207161125319693	0.005285592497868713	0.1790281329923274	0.020873499901632894	0
1	392	Ascl2	0.12531969309462918	0.00064266509279297	0.1329923273657289	0.002524755721686668	2
1	392	Hspb1	0.10230179028132994	0.001527969047150633	0.10997442455242967	0.0053249393402846085	2
1	392	Hand1	0.10230179028132994	0.0011935208866155158	0.14066496163682865	0.00954160928585481	2
1	392	Bex1	0.16112531969309465	0.004203554331431569	0.2122762148337596	0.01303692045380025	0
1	392	Tfap2c	0.12276214833759591	0.0014361597481802085	0.13043478260869568	0.004892124073709751	2
1	392	Elf3	0.11253196930946292	0.0007082431634861302	0.13043478260869568	0.004105187225391829	2
1	392	Hadh	0.10741687979539642	0.000963997639189455	0.10997442455242967	0.0017902813299232737	1
1	392	Epcam	0.16624040920716113	0.0023804839661617154	0.28644501278772383	0.012020460358056265	1
1	392	Nqo1	0.1687979539641944	0.0065578070693160205	0.21994884910485935	0.02447373598268739	0
1	392	Arhgap29	0.12020460358056267	0.0016591251885369532	0.1483375959079284	0.006944717686405666	1
