run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	654	Tpm2	0.03981623277182236	0.0005637031539191461	0.0781010719754977	0.030717124362310805	0
1	654	Pdlim3	0.07197549770290965	0.0031966666353498248	0.10566615620214395	0.07624320033070585	0
1	654	Epha6	0.0995405819295559	0.002473247587820254	0.12404287901990813	0.01288766335647648	1
1	654	Ablim1	0.03522205206738132	0.0006787925478443052	0.042879019908116385	0.002125630642903447	1
1	654	Mab21l2	0.04134762633996937	0.001874312986781161	0.04747320061255743	0.0068748297146722535	1
1	654	Pcdh11x	0.0888208269525268	0.0011579402286755794	0.11638591117917305	0.007034545608282678	1
1	654	Tlx2	0.06891271056661562	0.0017850599874106295	0.10107197549770292	0.0308510038613666	2
1	654	Map1a	0.04134762633996937	0.001975309801858341	0.07044410413476264	0.01403385976944541	2
1	654	Atp2b4	0.03828483920367535	0.0012471932280461108	0.06584992343032159	0.015123685867022426	2
1	654	Kcnj12	0.05819295558958652	0.0025108277980815303	0.08269525267993874	0.03024267420776219	2
1	654	Tmem255a	0.07350689127105667	0.0009606441248038783	0.10872894333843798	0.01025235111190447	1
1	654	Unc5c	0.07044410413476264	0.0007469066789428687	0.08116385911179173	0.0024521087195482857	1
1	654	Shox2	0.10260336906584992	0.001026409492761112	0.14548238897396631	0.01619941938575146	1
1	654	Eya1	0.07503828483920368	0.0020974454852074895	0.09647779479326188	0.019003842576499216	2
1	654	2010111I01Rik	0.02450229709035222	0.0005660519170604759	0.04134762633996937	0.028765302191865762	2
1	654	Gm33167	0.09494640122511486	0.002997021768336794	0.11791730474732007	0.032199193904489894	1
1	654	Tlx3	0.06891271056661562	0.0015924614098215878	0.08422664624808576	0.006818459399280339	1
1	654	Chrnb4	0.06584992343032159	0.0008432059677373894	0.09035222052067382	0.009604092484897452	2
1	654	2900026A02Rik	0.0781010719754977	0.0035889100799518974	0.08575803981623277	0.01821700692415374	0
1	654	Cldn5	0.021439509954058193	0.0004227773654393596	0.022970903522205207	0.0016864119354747789	0
1	654	Maoa	0.07503828483920368	0.0025765931660387638	0.09800918836140889	0.015022689051945246	1
1	654	Gap43	0.01225114854517611	0.00018555228816505227	0.01225114854517611	0.0003992897340260619	1
1	654	Hspa12a	0.022970903522205207	0.00043686994428733826	0.022970903522205207	0.0015666250152669603	1
1	654	Phox2b	0.09800918836140889	0.0018696154604985013	0.1546707503828484	0.04113623765724969	1
1	654	Cntn2	0.018376722817764167	1.8790105130638205e-05	0.03828483920367535	0.0014891158316030777	0
1	654	Wnt2	0.036753445635528334	0.00018085476188239272	0.05819295558958652	0.006233617377089225	4
1	654	Zcchc12	0.04134762633996937	0.0006553049164310074	0.06125574272588055	0.02438720769642706	4
1	654	AI661453	0.0765696784073507	0.0031355987936752504	0.0765696784073507	0.01861864542132113	0
1	654	Adamts16	0.0444104134762634	0.0015642762521256306	0.04747320061255743	0.008868929621661232	0
1	654	Clvs1	0.07503828483920368	0.0006553049164310074	0.09494640122511486	0.01339969372128637	2
1	654	Plxna4	0.11332312404287903	0.0036053514219412056	0.15926493108728945	0.02962729826473379	1
1	654	Lrrc8d	0.042879019908116385	0.0021303281691861064	0.07197549770290965	0.0180878249513806	0
1	654	Lbh	0.03828483920367535	0.0014280479899285035	0.07503828483920368	0.01592226533507455	1
1	654	Srrm3	0.036753445635528334	0.0004157310760153703	0.0444104134762634	0.004335816758894766	2
1	654	Tagln3	0.010719754977029096	0.00010804310450116968	0.013782542113323125	0.00030533920837287084	1
1	654	Pou3f1	0.05819295558958652	0.001402211595373876	0.05972434915773354	0.006879527240954913	0
1	654	Hrc	0.042879019908116385	0.0009371564933905805	0.042879019908116385	0.0028631422692809963	0
1	654	Ppl	0.09188361408882083	0.0026000807974520617	0.09188361408882083	0.008991065305010381	0
1	654	Dbh	0.06584992343032159	0.0015126034630163754	0.08269525267993874	0.02470898824678924	2
1	654	Mat1a	0.08575803981623277	0.002640009770854668	0.08575803981623277	0.025143509427935248	0
1	654	Mbp	0.036753445635528334	0.0007069777055402625	0.042879019908116385	0.0062359661402305545	0
1	654	Eps15	0.006125574272588055	0.00019494734073037138	0.006125574272588055	0.0007022801792576029	1
1	654	Syn2	0.026033690658499236	0.0007563017315081877	0.04134762633996937	0.005009911780456411	1
1	654	B3gat1	0.009188361408882083	5.402155225058484e-05	0.01225114854517611	0.00014562331476244609	1
1	654	Chgb	0.015313935681470138	0.00019024981444771183	0.022970903522205207	0.0010921748607183456	2
1	654	Pou6f2	0.06278713629402757	0.001665273067202811	0.06584992343032159	0.006118527983164065	1
1	654	Dclk1	0.022970903522205207	0.0005472618119298378	0.022970903522205207	0.0024427136669829667	1
1	654	Ncald	0.02756508422664625	0.0006623512058549967	0.03981623277182236	0.006163154482849331	4
1	654	Cbln1	0.045941807044410414	0.0007163727581055815	0.0551301684532925	0.005322297278253271	4
1	654	Pla2g4e	0.02450229709035222	0.00023957384041563713	0.03828483920367535	0.0012941684908727065	4
1	654	Phox2a	0.06125574272588055	0.0007750918366388259	0.07197549770290965	0.004988772912184443	1
1	654	Anxa4	0.01225114854517611	7.75091836638826e-05	0.01225114854517611	0.00017615723559973316	0
1	654	Ccdc136	0.022970903522205207	0.00041807983915670004	0.033690658499234305	0.012861826961921851	0
1	654	Tmem38a	0.015313935681470138	0.00010804310450116968	0.02450229709035222	0.005627636486626142	2
1	654	Ubash3b	0.04747320061255743	0.0009465515459558995	0.0765696784073507	0.01412546153195727	2
1	654	Chd7	0.013782542113323125	9.864805193585058e-05	0.018376722817764167	0.0010217119664784524	0
1	654	Pik3cd	0.07963246554364473	0.001801501329399938	0.08575803981623277	0.007283514501263634	1
1	654	5031439G07Rik	0.03828483920367535	0.0010804310450116968	0.0444104134762634	0.0038355302097915238	2
1	654	Epb41l3	0.03522205206738132	0.0005284717067991995	0.045941807044410414	0.00293125640037956	2
1	654	Cacnb4	0.056661562021439515	0.0013270511748513232	0.06431852986217458	0.004767989176899444	1
1	654	Nrp1	0.033690658499234305	0.00034057065549281747	0.053598774885145486	0.002522571613788179	2
1	654	Six3	0.04747320061255743	0.0008737398885746765	0.07350689127105667	0.010350999163840321	2
1	654	Tuba1a	0.03522205206738132	0.0006787925478443052	0.04747320061255743	0.0033869164497975363	1
1	654	Rbms3	0.053598774885145486	0.001507905936733716	0.06278713629402757	0.005620590197202153	1
1	654	Stra8	0.06431852986217458	0.001644134198930843	0.06584992343032159	0.007156681291631826	0
1	654	Kcnab1	0.06738131699846861	0.002041075169815575	0.0781010719754977	0.008582380518419001	2
1	654	Slc45a1	0.05206738131699847	0.002113886827196798	0.06125574272588055	0.019330320653144054	2
1	654	Prrxl1	0.05053598774885146	0.0010311070190437714	0.0995405819295559	0.013237629064534616	1
1	654	Celsr1	0.04134762633996937	0.000711675231822922	0.04134762633996937	0.002315880457351159	0
1	654	Calb2	0.02756508422664625	0.00014797207790377586	0.03215926493108729	0.0010686872293050478	4
1	654	Tpm1	0.033690658499234305	0.0006294685218763799	0.03522205206738132	0.007159030054773156	0
1	654	Prox1	0.0030627871362940277	0.0	0.004594180704441042	0.0	2
1	654	Ntrk2	0.10566615620214395	0.0023111829310684994	0.11638591117917305	0.006186642114262629	1
1	654	Cyba	0.010719754977029096	0.00013622826219712698	0.01225114854517611	0.0002865491032422326	0
1	654	Slc5a5	0.05972434915773354	0.0016488317252135024	0.06125574272588055	0.00564877535489811	0
1	654	Cldn3	0.009188361408882083	0.00032412931350350905	0.010719754977029096	0.005155535095218857	0
1	654	Dlx6os1	0.03828483920367535	0.0004885427333965934	0.0551301684532925	0.005045143227576358	1
1	654	Rassf4	0.05206738131699847	0.001183776623230207	0.06431852986217458	0.012535348885277013	0
1	654	Cplx2	0.004594180704441042	4.2277736543935965e-05	0.004594180704441042	0.00031238549779686014	0
1	654	Nefm	0.01990811638591118	8.220670994654215e-05	0.022970903522205207	0.005012260543597742	1
1	654	Resp18	0.022970903522205207	0.0003429194186341472	0.03215926493108729	0.003882505472618119	2
1	654	Hist3h2ba	0.018376722817764167	0.0009042738094119636	0.022970903522205207	0.0018296864870958952	2
1	654	Krt8	0.026033690658499236	0.0004955890228205826	0.030627871362940276	0.002640009770854668	0
1	654	F2rl1	0.0444104134762634	0.0005590056276364866	0.0444104134762634	0.001871964223639831	0
1	654	Nefl	0.026033690658499236	0.0005308204699405293	0.026033690658499236	0.001498510884168397	1
1	654	Cadm2	0.02909647779479326	0.0002325275509916478	0.03981623277182236	0.002106840537772809	4
1	654	Cldn6	0.03981623277182236	0.001099221150142335	0.04900459418070444	0.016556431383233587	0
1	654	Wdr86	0.03215926493108729	0.0005730982064844652	0.033690658499234305	0.006971129003466774	0
1	654	Ly6h	0.021439509954058193	0.0002865491032422326	0.022970903522205207	0.0038073450520955663	4
1	654	Ammecr1	0.0444104134762634	0.0012730296226007385	0.045941807044410414	0.003955317129999342	0
1	654	Pcsk9	0.03828483920367535	0.0009465515459558995	0.03828483920367535	0.0023534606676124353	0
1	654	Sort1	0.030627871362940276	0.0012401469386221216	0.04900459418070444	0.006221873561382576	2
1	654	Klf7	0.006125574272588055	1.6441341989308428e-05	0.013782542113323125	0.000805625757476113	1
1	654	Zdbf2	0.042879019908116385	0.0010945236238596755	0.0551301684532925	0.006003438589238907	2
1	654	Scrn1	0.0444104134762634	0.0017075508037467468	0.06431852986217458	0.008347504204286023	2
1	654	Tram1l1	0.04900459418070444	0.0011250575446969625	0.05206738131699847	0.004197239733556309	1
1	654	Tfap2b	0.02756508422664625	0.0005425642856471782	0.045941807044410414	0.007283514501263634	2
1	654	Unc45b	0.053598774885145486	0.0013481900431232912	0.056661562021439515	0.016293369911404655	0
1	654	Isl1	0.0551301684532925	0.0017498285402906828	0.06431852986217458	0.006238314903371884	2
1	654	Trim12c	0.01990811638591118	0.00042747489172201915	0.01990811638591118	0.001655878014637492	0
1	654	Gdnf	0.04747320061255743	0.00035466323434079613	0.056661562021439515	0.0026118246131587104	4
1	654	Ptpn5	0.03828483920367535	0.0015713225415496198	0.04747320061255743	0.008873627147943892	2
1	654	Grm5	0.053598774885145486	0.0015736713046909498	0.07503828483920368	0.012518907543287704	2
1	654	Armh4	0.007656967840735069	5.167278910925506e-05	0.007656967840735069	4.2277736543935965e-05	1
1	654	Syt1	0.0551301684532925	0.0014468380950591418	0.056661562021439515	0.004410977179417319	1
1	654	Tmprss13	0.04747320061255743	0.0003945922077434023	0.04900459418070444	0.0027856330856171137	3
1	654	Ly6a	0.053598774885145486	0.00021843497214366913	0.05972434915773354	0.0204459831452757	3
1	654	Dkk2	0.02909647779479326	0.00040398726030872143	0.030627871362940276	0.019219928785501553	3
1	654	Rab25	0.03981623277182236	0.0005472618119298378	0.042879019908116385	0.0043193754169054575	3
1	654	Celf3	0.009188361408882083	0.00030533920837287084	0.016845329249617153	0.0015854151203975985	1
1	654	Id2	0.02756508422664625	0.00036405828690611524	0.02756508422664625	0.0006036321273217523	0
1	654	Ak3	0.02909647779479326	0.0009888292824998355	0.06738131699846861	0.01926925281146948	0
