treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ascl1p	3	0.3078947368421053	positive	437	4932	1.867341257893175	197	6.833531009674517	84.0	-0.5225875887163118	0.17664736649777368	-0.6761323016645275	0.4206598208894936	
Ascl1p	3	0.33052631578947367	positive	409	3779	1.9125672358297943	189	2.9583455830197893	30.0	-7.633759712575926	0.0008582479198176561	-7.10947090834014	0.012919867007813314	
Ascl1p	3	0.3531578947368421	positive	389	2949	1.9734683149917371	185	1.8785433422094213	6.0	-23.072875178158732	0.007773485073618596	-23.724732135600533	1.4911972554535863e-05	
Ascl1p	3	0.37578947368421056	positive	362	2297	2.051879847117955	184	5.880916659521756	47.0	-0.5358255113151533	0.31072040591051064	-0.5182214849160527	0.49868396774131796	
Ascl1p	3	0.39842105263157895	positive	332	1789	2.1465131408694784	173	4.415068350838851	32.0	-1.828835162595062	0.02572432768360636	-2.2426974350377034	0.16901045204427922	
Ascl1p	3	0.42105263157894735	positive	298	1345	1.9540883173166532	157	4.387045387655922	27.0	-1.3814965469140588	0.06523474830198457	-1.5136810217587504	0.21584273069710536	
Ascl1p	3	0.4436842105263158	positive	265	1041	1.7956120698816436	141	4.413593665810852	23.0	-1.0631303683167737	0.1657948134524334	-1.0571553906938074	0.3152390474558253	
Ascl1p	3	0.46631578947368424	positive	224	799	1.7037669687790242	123	1.8726692636607387	3.0	-13.295227051127952	0.03806453614357779	-13.783104384495669	0.0005722079488762385	
Ascl1p	3	0.48894736842105263	positive	173	571	1.983160649757076	91	2.73566969664218	8.0	-3.7310588015614115	0.10224554162584516	-3.005647992861946	0.11905570693835832	
Ascl1p	3	0.5115789473684211	positive	156	431	2.0315432508498232	85	3.4775543112857745	10.0	-1.1085014772059543	0.40825458568238904	-0.8314620753668192	0.42825119470229456	
Ascl1p	3	0.5342105263157895	positive	124	328	2.284675577419486	78	2.8546633702548774	6.0	-2.590920289380814	0.1685086346864918	-2.3169861154718774	0.1554181588061529	
Ascl1p	3	0.5568421052631579	positive	106	246	2.4765088375552344	66	2.626603847253906	4.0	-1.8989340585388725	0.4323100508108546	-2.1063885724365385	0.1623798803821751	
Ascl1p	3	0.5794736842105264	positive	85	178	1.8560627986509397	54	2.4462240011691208	3.0	-2.410318688401971	0.3303451074021818	-2.42421292925969	0.11635266364828355	
Ascl1p	3	0.6021052631578947	positive	71	132	1.6276818156408965	45	3.6597823192750547	6.0	-0.6134648428108735	0.44015413850507	-0.5903066533770924	0.4951456019262601	
Ascl1p	3	0.6247368421052633	positive	55	86	2.2321481046135765	40	5.847787085945489	7.0	-0.023658259119978542	0.9199721204919027	-0.0371912152926992	0.7716037412819253	
Ascl1p	3	0.6473684210526316	positive	29	45	0.696945967110415	20	5.594632622437277	6.0	0.16228176375977021	0.48052539954767803	-1.0513125195896662	0.20058208769501518	
Ascl1p	3	0.67	positive	27	38	3.822454308093995	19	6.02677929766073	6.0	-0.059724108198934145	0.5643778940475146	-0.04852964872298471	0.594343133103266	
Ascl1p	4	0.24	positive	544	12906	1.521667314028851	170	3.042060252676966	66.0	-14.478733071399693	3.126882409096919e-07	-14.859475354593233	0.0005261071484660022	
Ascl1p	4	0.26263157894736844	positive	512	10168	1.5990493911412214	170	2.9603902825895116	55.0	-14.021981511950676	7.218531948486426e-07	-14.412966055107336	0.0008738215578648871	
Ascl1p	4	0.28526315789473683	positive	484	8008	1.7131746470621285	201	3.9985261614759415	70.0	-4.307450410461803	0.004568164645555576	-4.479492125755814	0.06746613827377754	
Ascl1p	4	0.3078947368421053	positive	466	6292	1.7549538267467155	213	3.9062955508167247	62.0	-4.118972948998085	0.0020651193871824005	-4.695645825721059	0.054761552159382054	
Ascl1p	4	0.33052631578947367	positive	440	4949	1.8406344275959596	179	3.2900142352650787	41.0	-6.026067267527568	0.0030539073344240534	-5.718701257651678	0.03303281389853442	
Ascl1p	4	0.3531578947368421	positive	413	3874	1.9352433427130422	163	3.066896028486084	31.0	-6.201614802875531	0.009084945566844268	-5.399887594334935	0.04028263005895697	
Ascl1p	4	0.37578947368421056	positive	388	3026	1.957769578964532	179	2.7927737612425294	24.0	-7.955297373971968	0.0011893123143359183	-7.369530663129124	0.012598672281471136	
Ascl1p	4	0.39842105263157895	positive	362	2391	2.1233407067382566	168	2.8368638158475497	21.0	-6.118875261041062	0.014013013064203715	-5.293101438965814	0.04223221341375867	
Ascl1p	4	0.42105263157894735	positive	332	1889	2.0555605124946505	161	1.7505485644437513	3.0	-12.569830225740638	0.23268046609179482	-23.771578833131443	5.115979843184118e-06	
Ascl1p	4	0.4436842105263158	positive	319	1510	2.0757159200212785	171	5.638488488056126	35.0	-0.4596682865957362	0.3796188254027877	-0.4216991810840649	0.5208475471218781	
Ascl1p	4	0.46631578947368424	positive	296	1181	2.144256297726268	173	5.570836625028535	30.0	-0.6375924343135217	0.19325749745777765	-0.715181010094637	0.41802014003018917	
Ascl1p	4	0.48894736842105263	positive	260	917	2.0898878079732817	156	4.774200104736655	24.0	-1.037889205925579	0.05927539494285906	-1.3710207190723676	0.260117780669217	
Ascl1p	4	0.5115789473684211	positive	227	718	1.969171679877418	137	3.7902049308365786	16.0	-1.5235639324385906	0.09287046982151272	-1.487501336687933	0.22532679778704268	
Ascl1p	4	0.5342105263157895	positive	181	547	2.2161346988394426	109	3.7151695471262705	12.0	-1.2564683604317848	0.2665083890575517	-1.0418087577463089	0.3001567080649582	
Ascl1p	4	0.5568421052631579	positive	156	435	2.3130772106637183	88	3.8963360194110113	12.0	-1.1716098558541084	0.16591530677938482	-1.0595013826739115	0.3121876120659348	
Ascl1p	4	0.5794736842105264	positive	135	329	2.362718974998583	83	4.506701857833336	11.0	-0.33810530148131934	0.6248579188673742	-0.2795227131802822	0.566041881361685	
Ascl1p	4	0.6021052631578947	positive	110	251	1.8429936672784817	66	3.973024425291192	9.0	-0.6968365506966494	0.29038227111537396	-0.6392599311032638	0.3707527148925509	
Ascl1p	4	0.6247368421052633	positive	89	178	1.9070948449754783	56	4.275704711493926	7.0	0.4553127700192401	0.5695226122434008	-0.01893550546677214	0.7958926046750011	
Ascl1p	4	0.6473684210526316	positive	81	140	1.6726666666666663	51	4.326585221937787	7.0	-0.6103373199038615	0.17949267547653724	-0.6476864000573785	0.40112609326902515	
Ascl1p	4	0.67	positive	66	105	2.110580747812251	42	13.039003338578437	10.0	-0.0781412037807323	0.5049435692795394	-0.4179392773584766	0.351673345729429	
Ascl1p	5	0.24	positive	502	9072	1.6301284631274937	202	7.3474315549020925	125.0	-0.4181556297503617	0.24766227788206185	-0.5946921585794649	0.47151061432474095	
Ascl1p	5	0.26263157894736844	positive	476	6913	1.754484706034706	194	6.706050499630411	102.0	-0.41236618362450406	0.36955969384996634	-0.4040005006614682	0.5288039030077536	
Ascl1p	5	0.28526315789473683	positive	450	5212	1.8146247919986263	205	6.119629105489909	79.0	-0.5358004028233445	0.3293824814506383	-0.4998325631769034	0.47520543421985306	
Ascl1p	5	0.3078947368421053	positive	417	3963	1.8403895082901347	195	4.623511658337522	55.0	-1.4085992160918508	0.1349466068990086	-1.3736926376194978	0.298903204640229	
Ascl1p	5	0.33052631578947367	positive	389	2977	1.9263539143573394	182	4.814439195876481	47.0	-0.9353724555134977	0.23835252977308374	-0.8513302318326401	0.35534425234513445	
Ascl1p	5	0.3531578947368421	positive	359	2281	2.0548987432023003	180	1.786224642723196	4.0	-22.260042526737156	0.020620836600102218	-25.668909058503893	5.0514975593303445e-06	
Ascl1p	5	0.37578947368421056	positive	332	1731	2.036915144153301	175	1.7391770642507682	3.0	-20.188513925545944	0.03953023404048094	-24.94795855049663	4.762165382566592e-06	
Ascl1p	5	0.39842105263157895	positive	301	1327	2.0509457051818583	162	1.6666555593922259	2.0	-13.838682559120732	0.2164647117061279	-24.603624419920507	5.627559769918603e-06	
Ascl1p	5	0.42105263157894735	positive	264	1016	1.8861355924346395	132	1.6755402447104193	2.0	-19.443986297736004	0.04281323246658859	-23.211064587116308	1.2750082098377694e-05	
Ascl1p	5	0.4436842105263158	positive	218	768	1.973594223013407	124	7.719198837869252	30.0	-0.1440148543256059	0.4685060449399282	-0.180721040964263	0.6613717268646738	
Ascl1p	5	0.46631578947368424	positive	170	569	1.7526268774090557	94	6.364953656509933	24.0	-0.03379186312567084	0.9111400024817646	-0.033873633083977284	0.8441249317223545	
Ascl1p	5	0.48894736842105263	positive	141	426	1.9976973492051446	79	4.234898876021253	14.0	-0.382587970942903	0.6430274730959016	-0.4204485344415052	0.5865366846294845	
Ascl1p	5	0.5115789473684211	positive	124	312	1.8571492344091782	71	4.387958323162643	12.0	0.7077633541066464	0.4469997147016397	-2.4028639866645696	0.2953755340477858	
Ascl1p	5	0.5342105263157895	positive	104	237	1.5782319284636357	59	3.8907052180709827	9.0	0.42453237827873425	0.6039995177903205	-0.01977362040563513	0.8357215780650599	
Ascl1p	5	0.5568421052631579	positive	88	182	2.861516720050395	50	3.45791654298025	6.0	0.3357703547594457	0.7523441691080434	-0.17369095490966413	0.5982083125724658	
Ascl1p	5	0.5794736842105264	positive	77	135	3.0649034302836546	47	3.37402957241632	5.0	0.8666645977939198	0.4403203893011701	-0.03818973058991437	0.7475199557964065	
Ascl1p	5	0.6021052631578947	positive	57	93	2.737829655007569	36	3.33626033905887	4.0	0.3634475517656539	0.6989400027276353	-0.13367887732617723	0.6032324688219706	
Ascl1p	5	0.6247368421052633	positive	41	63	1.888698904621961	24	2.990031898878031	3.0	-0.5084032639547851	0.645011783542339	-0.781121991466502	0.36315856007153113	
Ascl1p	5	0.6473684210526316	positive	24	38	0.9484412470023981	13	2.8183117278796948	3.0	0.03991463231086434	0.959141546975296	-0.17009475770227533	0.48816717762596085	
Ascl1p	5	0.67	positive	22	30	1.1347517730496455	13	2.4773853242914043	2.0	-0.2589463386191342	0.8334781737035547	-0.5026009110250853	0.38746358676493753	
