run	nodes	geneid	community
1	462	Fam83e	1
1	462	Olig1	1
1	462	Evx2	2
1	462	Piezo2	1
1	462	Serpinb8	1
1	462	Nrg1	1
1	462	Pex5l	1
1	462	Ebf1	2
1	462	Nwd2	2
1	462	Syt2	2
1	462	Cadm1	1
1	462	Rgmb	2
1	462	Osbpl3	1
1	462	A330009N23Rik	1
1	462	Hoxa7	1
1	462	Palld	1
1	462	Ppic	1
1	462	Atp6v0e	1
1	462	Ngfr	2
1	462	Ttll7	2
1	462	Skap2	1
1	462	Etv1	1
1	462	Lhx9	2
1	462	Ntm	0
1	462	Lingo1	0
1	462	Fzd8	2
1	462	Gm13577	2
1	462	Parvb	2
1	462	Nog	2
1	462	Esrrg	2
1	462	Cpne6	1
1	462	B3gat2	2
1	462	Cttnbp2	2
1	462	Aff3	2
1	462	Shc2	2
1	462	Adora1	0
1	462	Scube3	0
1	462	Greb1l	2
1	462	2510009E07Rik	2
1	462	Slc27a2	1
1	462	Rgs4	1
1	462	Grasp	1
1	462	Ppp1r14a	1
1	462	Chodl	1
1	462	Rprm	2
1	462	Nsg2	2
1	462	Tmem158	1
1	462	Pcsk2	1
1	462	Olig2	1
1	462	Lin28b	2
1	462	Grik1	0
1	462	A230103L15Rik	0
1	462	Pou4f1	2
1	462	Pard3	1
1	462	S100a10	1
1	462	Crtac1	2
1	462	Cacng5	2
1	462	Lhx4	2
1	462	Gpr156	0
1	462	5930412G12Rik	1
1	462	Ank3	2
1	462	Tmem132c	2
1	462	Foxp1	1
1	462	Cnrip1	2
1	462	Nhlh1	1
1	462	Slc35d2	1
1	462	Otp	0
1	462	Plekhd1	0
1	462	Inka2	1
1	462	Ptprr	2
1	462	Tlx3	2
1	462	Shc1	1
1	462	Mxra8	1
1	462	Neurod2	1
1	462	Ttyh2	1
1	462	C1ql4	0
1	462	Gpm6a	0
1	462	Hrk	2
1	462	Cd47	2
1	462	Syt11	2
1	462	Bhlhe23	1
1	462	Ppp1r17	1
1	462	Epb41	1
1	462	Trim2	2
1	462	Myo6	1
1	462	Nefm	2
1	462	Vgll2	1
1	462	Neurod1	1
1	462	Map7d1	2
1	462	Pou6f2	2
1	462	Mmp24	2
1	462	Nqo2	1
1	462	Nr6a1	2
1	462	Smarcd2	1
1	462	Dmxl2	2
1	462	Pcdh17	2
1	462	Kcnb2	2
1	462	Brsk2	2
1	462	Kif5a	2
1	462	Rufy3	2
1	462	Slc12a1	1
1	462	Cartpt	2
1	462	Ret	1
1	462	Hoxc4	0
1	462	Usp29	0
1	462	Hs3st4	0
1	462	Mllt3	0
1	462	St8sia3	2
1	462	Rexo2	1
1	462	Mapk8ip2	2
1	462	Daam1	2
1	462	Cacnb4	0
1	462	Rph3a	0
1	462	Stmn2	2
1	462	Hs6st1	2
1	462	Lgi4	1
1	462	Srrm3	2
1	462	Gm15283	0
1	462	Nefl	2
1	462	Timp3	1
1	462	Zfp991	1
1	462	Tmem266	0
1	462	Zfp30	0
1	462	Slc17a6	2
1	462	Snx18	1
1	462	Slc32a1	0
1	462	Rbfox1	0
1	462	Isl1	1
1	462	Tmcc3	2
1	462	Gm14207	1
1	462	Iah1	1
1	462	Cntn2	1
1	462	Ank1	0
1	462	Nav3	0
1	462	Gabrg2	0
1	462	Tpd52	1
1	462	Kcnq4	1
1	462	Cadps2	2
1	462	Pbx1	0
1	462	Dennd6b	2
1	462	Eif4e3	1
1	462	D130009I18Rik	2
1	462	Tbc1d16	0
1	462	Mtus1	2
1	462	Sncg	0
1	462	Timp2	0
1	462	Zfp697	0
1	462	Gpr139	0
1	462	Sez6l2	2
1	462	Adgrg2	2
1	462	Tanc2	0
1	462	A230077H06Rik	0
1	462	Thsd7a	2
1	462	Pnoc	0
1	462	Myrip	0
1	462	Nell2	2
1	462	Megf11	0
1	462	Pcdhb5	2
1	462	Srcin1	2
1	462	D430019H16Rik	2
1	462	Pnma5	2
1	462	Rbfox2	2
1	462	Cbx4	2
1	462	Cacna2d2	0
1	462	Cux2	0
1	462	Cd24a	2
1	462	Cdh7	0
1	462	A730017C20Rik	0
1	462	Ss18l1	2
1	462	B3gat1	0
1	462	Lsamp	0
1	462	Ptprd	0
1	462	Sh3bp5	0
1	462	Cntnap5a	0
1	462	Prickle2	2
1	462	Cntnap2	0
1	462	Tmem35a	0
1	462	Nsg1	2
1	462	Abcg2	1
1	462	Nrxn3	0
1	462	Nfil3	0
1	462	Tenm2	0
1	462	Lrrc49	2
1	462	Slco3a1	2
1	462	Rhobtb2	2
1	462	Msn	1
1	462	Rasl11b	1
1	462	Gm45847	0
1	462	Nrxn2	2
1	462	Gng2	2
1	462	Mapk8	2
1	462	Pon2	1
1	462	Snap25	2
1	462	Pgghg	1
1	462	Kcnk12	1
1	462	Trim67	2
1	462	Ttc28	2
1	462	Celf4	0
1	462	Shank1	0
1	462	Greb1	2
1	462	Jade1	1
1	462	Gm45768	0
1	462	Elmod1	0
1	462	Sorl1	0
1	462	Efr3b	2
1	462	Gm7972	1
1	462	Phox2a	0
1	462	Zfp936	1
1	462	Psen2	1
1	462	Pcdhb14	0
1	462	Slc35f1	0
1	462	Ppp3ca	2
1	462	Sh2d3c	2
1	462	Fam135b	0
1	462	Sfrp1	0
1	462	Cecr2	1
1	462	Zfhx4	0
1	462	Gm37120	0
1	462	Mab21l2	0
1	462	Ntng1	0
1	462	Unc5c	2
1	462	Kcnj12	1
1	462	Aatk	0
1	462	Dbn1	2
1	462	Pou4f2	2
1	462	Smim18	2
1	462	Lhfpl4	0
1	462	Rims3	2
1	462	Sh3pxd2b	0
1	462	3110039I08Rik	0
1	462	Cdh13	0
