run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community	community_size	rank_betweenness	rank_outdegree	rank_local_betweenness	rank_local_outdegree
1	641	Lhx9	0.11093750000000001	0.0028291275430359936	0.15625	0.06648082942097026	0	169	1.0	1.0	6.0	1.0
1	641	Neurod2	0.034375	0.00025185837245696397	0.046875	0.014069835680751172	4	72	28.0	87.0	16.0	16.0
1	641	Neurod1	0.0203125	0.0001809467918622848	0.0328125	0.00311277386541471	4	72	144.0	132.0	24.0	29.0
1	641	Pax9	0.045312500000000006	0.0017434467918622848	0.07968750000000001	0.02027582159624413	0	169	13.0	19.0	13.0	17.0
1	641	Lef1	0.018750000000000003	0.0005672926447574335	0.0328125	0.009761345852895148	3	82	48.0	132.0	7.0	36.0
1	641	Foxp2	0.078125	0.003318172926447574	0.084375	0.05238165101721439	2	158	4.0	17.0	2.0	1.0
1	606	Lhx9	0.09586776859504131	0.003981719665042964	0.1256198347107438	0.06138142411471731	0	153	4.0	1.0	3.0	1.0
1	606	Neurod2	0.03140495867768595	0.0004296426030321274	0.04297520661157025	0.01364183679054239	3	89	33.0	79.0	19.0	26.0
1	606	Neurod1	0.01983471074380165	0.00020250670461386896	0.02975206611570248	0.0013819714301351869	3	89	211.0	111.0	41.0	40.0
1	606	Pax9	0.04297520661157025	0.0015324831700509003	0.06776859504132231	0.02694707459909146	3	89	9.0	21.0	2.0	11.0
1	606	Lef1	0.01652892561983471	0.0007525586995785671	0.028099173553719006	0.009966613759509605	4	72	54.0	120.0	3.0	32.0
1	606	Foxp2	0.0743801652892562	0.0029965519128673855	0.07768595041322314	0.06560943571780417	1	147	1.0	12.0	3.0	1.0
1	563	Lhx9	0.09074733096085409	0.003913956394592777	0.10498220640569395	0.06910004377033895	0	153	1.0	1.0	4.0	1.0
1	563	Neurod2	0.030249110320284697	0.000225195222055176	0.04092526690391459	0.027638748802659208	3	76	10.0	65.0	27.0	14.0
1	563	Neurod1	0.021352313167259787	0.00019982111252783225	0.028469750889679714	0.0036855894088466835	3	76	150.0	100.0	28.0	21.0
1	563	Pax9	0.04092526690391459	0.004104262216047856	0.06227758007117437	0.01878318457761623	0	153	26.0	22.0	2.0	14.0
1	563	Lef1	0.014234875444839857	0.000456733971492188	0.02491103202846975	0.007425098800438973	4	72	83.0	115.0	12.0	34.0
1	563	Foxp2	0.06227758007117437	0.003615810607646488	0.06405693950177936	0.05757068275385211	1	134	3.0	17.0	3.0	1.0
1	521	Lhx9	0.07884615384615384	0.0026530309767303986	0.0903846153846154	0.07159107751593301	0	139	1.0	1.0	5.0	1.0
1	521	Neurod2	0.028846153846153848	9.263376315399436e-05	0.03653846153846154	0.010827034237438861	4	56	70.0	62.0	30.0	12.0
1	521	Neurod1	0.021153846153846155	0.0001926782273603083	0.028846153846153848	0.006106417667111308	4	56	112.0	84.0	21.0	23.0
1	521	Pax9	0.032692307692307694	0.002171335408329628	0.05384615384615385	0.0151252408477842	0	139	39.0	25.0	9.0	17.0
1	521	Lef1	0.009615384615384616	0.00021491033051726692	0.019230769230769232	0.018967689343411885	3	67	28.0	133.0	23.0	36.0
1	521	Foxp2	0.057692307692307696	0.003649770268267378	0.057692307692307696	0.05967096487327701	1	122	2.0	16.0	1.0	2.0
1	472	Lhx9	0.05732484076433121	0.002791706193251118	0.07855626326963906	0.10758910421466324	2	90	1.0	1.0	3.0	1.0
1	472	Neurod2	0.027600849256900213	0.00033879929529746577	0.027600849256900213	0.0015900980259294394	3	88	194.0	76.0	34.0	22.0
1	472	Neurod1	0.016985138004246284	5.4207887247594525e-05	0.01910828025477707	0.011035822378822785	3	88	71.0	107.0	57.0	36.0
1	472	Pax9	0.029723991507430998	0.0014545783078104531	0.03821656050955414	0.013579075755522429	3	88	54.0	43.0	9.0	21.0
1	472	Lef1	0.006369426751592357	9.034647874599087e-06	0.014861995753715499	0.0861498848082396	4	63	2.0	133.0	42.0	43.0
1	472	Foxp2	0.04670912951167728	0.0025206667570131453	0.04670912951167728	0.01958711659213082	0	106	41.0	25.0	4.0	2.0
1	424	Lhx9	0.05673758865248227	0.0027169955071538214	0.06855791962174941	0.09018744467973065	0	91	1.0	1.0	2.0	1.0
1	424	Neurod2	0.028368794326241134	0.0004089498392210906	0.028368794326241134	0.0035068849226356537	3	80	136.0	57.0	36.0	18.0
1	424	Neurod1	0.018912529550827423	0.00010083694665725522	0.02127659574468085	0.014307642320146103	3	80	56.0	92.0	47.0	32.0
1	424	Pax9	0.02364066193853428	0.0008739202043628787	0.028368794326241134	0.00568608338095078	3	80	114.0	57.0	23.0	28.0
1	424	Lef1	0.0070921985815602835	2.8010262960348674e-05	0.014184397163120567	0.07345411358721836	4	59	2.0	126.0	37.0	40.0
1	424	Foxp2	0.030732860520094562	0.0023584641412613583	0.030732860520094562	0.014391673109027149	2	89	55.0	52.0	5.0	4.0
1	392	Lhx9	0.04603580562659847	0.002269001245983343	0.05882352941176471	0.11500426257459505	2	73	1.0	3.0	2.0	1.0
1	392	Neurod2	0.023017902813299233	0.00013771394845563643	0.02813299232736573	0.010158043150370517	5	34	68.0	43.0	17.0	9.0
1	392	Neurod1	0.01790281329923274	0.00011804052724768837	0.01790281329923274	0.006833234966227293	5	34	91.0	91.0	18.0	14.0
1	392	Pax9	0.023017902813299233	0.0013640238704177323	0.025575447570332484	0.01509607187356548	4	50	47.0	55.0	4.0	7.0
1	392	Lef1	0.010230179028132993	0.00010492491310905633	0.012787723785166242	0.09356023345793167	3	53	2.0	122.0	25.0	30.0
1	392	Foxp2	0.025575447570332484	0.001278772378516624	0.025575447570332484	0.008721883402190307	0	85	79.0	55.0	10.0	3.0
1	347	Lhx9	0.03757225433526011	0.00155818044734858	0.04335260115606936	0.07298316159839156	2	57	2.0	14.0	4.0	2.0
1	347	Neurod2	0.026011560693641616	0.00018430091312725142	0.028901734104046242	0.03593867805981402	5	28	30.0	35.0	11.0	7.0
1	347	Neurod1	0.017341040462427744	9.215045656362571e-05	0.017341040462427744	0.01616821646979978	5	28	54.0	86.0	15.0	12.0
1	347	Pax9	0.02023121387283237	0.0011141827929965654	0.023121387283236993	0.010898885817207004	1	68	74.0	49.0	13.0	9.0
1	347	Lef1	0.002890173410404624	7.539582809751194e-05	0.005780346820809248	0.00859512440311636	7	7	88.0	169.0	4.0	7.0
1	347	Foxp2	0.023121387283236993	0.0012984837061238168	0.023121387283236993	0.01090726313144006	0	68	73.0	49.0	10.0	4.0
1	301	Lhx9	0.023333333333333334	0.0011817168338907468	0.03333333333333333	0.10701226309921961	2	44	2.0	23.0	2.0	5.0
1	301	Neurod2	0.030000000000000002	0.00018952062430323299	0.03333333333333333	0.022151616499442583	6	26	26.0	23.0	12.0	4.0
1	301	Neurod1	0.02	0.0003567447045707915	0.02	0.03129319955406912	6	26	19.0	56.0	9.0	11.0
1	301	Pax9	0.023333333333333334	0.0011928651059085842	0.02666666666666667	0.009832775919732441	0	49	66.0	38.0	9.0	7.0
1	301	Lef1	0.0033333333333333335	0.00010033444816053511	0.006666666666666667	0.011906354515050167	8	7	55.0	143.0	4.0	7.0
1	301	Foxp2	0.023333333333333334	0.0005574136008918618	0.023333333333333334	0.009565217391304347	5	28	67.0	47.0	4.0	1.0
1	254	Lhx9	0.007905138339920948	0.00029801116757638494	0.015810276679841896	0.024468285337850556	1	37	15.0	70.0	10.0	12.0
1	254	Neurod2	0.02766798418972332	0.0001725327812284334	0.03162055335968379	0.01601417905765732	5	29	25.0	22.0	16.0	8.0
1	254	Neurod1	0.015810276679841896	3.136959658698789e-05	0.015810276679841896	0.004313319530710835	5	29	67.0	70.0	18.0	12.0
1	254	Pax9	0.02766798418972332	0.001960599786686743	0.02766798418972332	0.020703933747412008	0	39	20.0	30.0	7.0	4.0
1	254	Lef1	0.003952569169960474	0.0001411631846414455	0.007905138339920948	0.02580149319279754	8	7	14.0	121.0	4.0	7.0
1	254	Foxp2	0.01976284584980237	0.000846979107848673	0.01976284584980237	0.0008940335027291549	7	16	110.0	51.0	1.0	1.0
1	211	Lhx9	0.009523809523809525	0.0003189792663476874	0.01904761904761905	0.028275233538391432	0	34	14.0	50.0	1.0	9.0
1	211	Neurod2	0.03333333333333334	0.0003645477329687856	0.0380952380952381	0.00608339029391661	2	30	57.0	15.0	18.0	5.0
1	211	Neurod1	0.01904761904761905	0.0005923900660742766	0.01904761904761905	0.02460697197539303	2	30	17.0	50.0	12.0	11.0
1	211	Pax9	0.02380952380952381	0.0033037138300296195	0.02380952380952381	0.04071542492595124	3	30	12.0	35.0	3.0	4.0
1	211	Lef1	0.004761904761904762	9.11369332421964e-05	0.009523809523809525	0.05850991114149009	7	6	3.0	105.0	3.0	6.0
1	211	Foxp2	0.009523809523809525	0.0004329004329004329	0.009523809523809525	0.0004329004329004329	4	29	94.0	105.0	5.0	11.0
1	178	Lhx9	0.011299435028248588	0.0008346173600410889	0.01694915254237288	0.04092835130970724	2	28	14.0	49.0	5.0	9.0
1	178	Neurod2	0.03389830508474576	0.004301489470980997	0.03954802259887005	0.021154340010272214	1	28	23.0	15.0	2.0	4.0
1	178	Neurod1	0.022598870056497175	0.0014766307139188496	0.022598870056497175	0.028473292244478685	1	28	20.0	33.0	9.0	8.0
1	178	Pax9	0.011299435028248588	0.002182845403184386	0.01694915254237288	0.020319722650231124	3	26	24.0	49.0	8.0	11.0
1	178	Lef1	0.005649717514124294	0.0	0.011299435028248588	0.08891884951206985	8	5	7.0	86.0	5.0	5.0
1	178	Foxp2	0.005649717514124294	0.0002889060092449923	0.005649717514124294	0.0002889060092449923	4	22	94.0	143.0	7.0	18.0
1	109	Lhx9	0.018518518518518517	0.0013845621322256837	0.018518518518518517	0.0013845621322256837	3	15	60.0	58.0	2.0	4.0
1	109	Neurod2	0.046296296296296294	0.011163032191069575	0.046296296296296294	0.014018691588785048	1	23	39.0	19.0	1.0	5.0
1	109	Neurod1	0.037037037037037035	0.0036344755970924196	0.037037037037037035	0.003288335064035999	1	23	57.0	27.0	9.0	7.0
1	109	Pax9	0.018518518518518517	0.005278643129110419	0.018518518518518517	0.033489096573208726	2	21	25.0	58.0	7.0	9.0
1	109	Lef1	0.018518518518518517	0.00034614053305642093	0.018518518518518517	0.1223606784354448	4	6	12.0	58.0	3.0	2.0
1	74	Neurod2	0.0684931506849315	0.024733637747336376	0.0684931506849315	0.024733637747336376	1	22	2.0	17.0	1.0	4.0
1	74	Neurod1	0.0273972602739726	0.012366818873668188	0.0273972602739726	0.013318112633181126	1	22	16.0	41.0	4.0	15.0
1	74	Pax9	0.0136986301369863	0.0013318112633181126	0.0136986301369863	0.0013318112633181126	2	14	41.0	60.0	5.0	11.0
1	74	Lef1	0.0136986301369863	0.0009512937595129375	0.0136986301369863	0.001141552511415525	3	9	44.0	60.0	3.0	6.0
1	35	Neurod2	0.08823529411764705	0.01515151515151515	0.14705882352941177	0.142602495543672	1	8	2.0	3.0	1.0	2.0
1	35	Neurod1	0.058823529411764705	0.00445632798573975	0.058823529411764705	0.0570409982174688	1	8	11.0	17.0	5.0	4.0
1	35	Pax9	0.029411764705882353	0.00445632798573975	0.029411764705882353	0.006238859180035651	0	10	19.0	29.0	2.0	7.0
1	35	Neurod2	0.08823529411764705	0.01515151515151515	0.14705882352941177	0.142602495543672	1	8	2.0	3.0	1.0	2.0
1	35	Neurod1	0.058823529411764705	0.00445632798573975	0.058823529411764705	0.0570409982174688	1	8	11.0	17.0	5.0	4.0
1	35	Pax9	0.029411764705882353	0.00445632798573975	0.029411764705882353	0.006238859180035651	0	10	19.0	29.0	2.0	7.0
1	35	Neurod2	0.08823529411764705	0.01515151515151515	0.14705882352941177	0.142602495543672	1	8	2.0	3.0	1.0	2.0
1	35	Neurod1	0.058823529411764705	0.00445632798573975	0.058823529411764705	0.0570409982174688	1	8	11.0	17.0	5.0	4.0
1	35	Pax9	0.029411764705882353	0.00445632798573975	0.029411764705882353	0.006238859180035651	0	10	19.0	29.0	2.0	7.0
1	35	Neurod2	0.08823529411764705	0.01515151515151515	0.14705882352941177	0.142602495543672	1	8	2.0	3.0	1.0	2.0
1	35	Neurod1	0.058823529411764705	0.00445632798573975	0.058823529411764705	0.0570409982174688	1	8	11.0	17.0	5.0	4.0
1	35	Pax9	0.029411764705882353	0.00445632798573975	0.029411764705882353	0.006238859180035651	0	10	19.0	29.0	2.0	7.0
