treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ngn2n	2	0.5526315789473684	positive	167	305	2.2480465104721	105	1.998804654596095	2.0	-11.676914795403725	0.008165756235221174	-10.598640296846092	0.0015846683557157145	
Ngn2n	2	0.5736842105263158	positive	140	226	2.081199443557112	91	2.4304369717231262	3.0	-6.460789075838636	0.005265645841454054	-5.700482195566687	0.02226304006765698	
Ngn2n	2	0.5947368421052631	positive	123	184	2.8003641152773477	79	6.447841829035317	8.0	-0.4238618846505283	0.04109717448421827	-0.8045504758884869	0.3969857328367844	
Ngn2n	2	0.6157894736842104	positive	90	121	1.3579030612244898	58	12.976256914342882	9.0	-0.11530870346290323	0.5826134534870064	-0.367980242968777	0.11362850491497384	
Ngn2n	2	0.6368421052631579	positive	69	90	5.037772014883301	43	11.64007724962365	8.0	-0.12268084815447422	0.5524818223611705	-0.3753523880015796	0.11157243608383159	
Ngn2n	2	0.6578947368421053	positive	26	31	inf	16	3.7278240184229885	3.0	-0.9349107268160743	0.0007062426573819497	-1.3687107293597114	0.18343764150643382	
Ngn2n	3	0.3	positive	472	9070	1.5694387542577606	197	4.985931182525652	93.0	-1.7074082991982134	0.06719458808569251	-1.6614442030078407	0.20328990237905376	
Ngn2n	3	0.32105263157894737	positive	442	7433	1.6227079795908244	189	4.856448635345632	77.0	-1.522820148830649	0.14539895343209724	-1.338451773604615	0.2625131245448924	
Ngn2n	3	0.34210526315789475	positive	414	6027	1.709049795171931	162	4.82331830486108	68.0	-1.5626806521573684	0.0823600984843928	-1.5019846615700074	0.21416108661859135	
Ngn2n	3	0.3631578947368421	positive	384	4966	1.7553844645235723	147	5.047213667644797	62.0	-0.8365893118531549	0.3361925052222633	-0.6745125442301201	0.4210647494700014	
Ngn2n	3	0.38421052631578945	positive	376	4025	1.8367464451541855	145	4.196022431669903	44.0	-2.1379871658808884	0.07113415890226904	-2.071326643978833	0.1664026900504051	
Ngn2n	3	0.4052631578947368	positive	363	3268	1.9558411050920945	147	4.33768014037099	40.0	-1.4604053898901554	0.155603714307693	-1.3728684919179637	0.25258583208584684	
Ngn2n	3	0.4263157894736842	positive	356	2636	1.9976789235487526	161	5.626957745457957	44.0	-0.25829669213374284	0.664773834994544	-0.20464636950153547	0.6421859582601034	
Ngn2n	3	0.4473684210526315	positive	342	2134	2.1791486211833693	156	3.202504811099742	18.0	-4.443248551959774	0.06595408637055404	-3.8714859459918802	0.07321316414782358	
Ngn2n	3	0.46842105263157896	positive	327	1727	2.227198211497634	152	2.9551011069939292	14.0	-6.511493250031591	0.010980966498967569	-6.035996836664233	0.02496627576908163	
Ngn2n	3	0.4894736842105263	positive	311	1390	2.5257081331542772	152	2.983660338227649	12.0	-4.914061292047502	0.06142726704932872	-4.362228045630527	0.060316854474715895	
Ngn2n	3	0.5105263157894737	positive	284	1100	2.399202820232769	142	2.5552341046736826	8.0	-9.896530881521645	0.0014795821652616877	-9.118711414945619	0.005404879515232512	
Ngn2n	3	0.531578947368421	positive	269	869	2.7341407693414017	147	5.18302457141186	18.0	-0.4455950124015584	0.4601111833700353	-0.38426175288341824	0.5209955358075832	
Ngn2n	3	0.5526315789473684	positive	252	679	2.4757126051542553	139	2.8182197509739417	7.0	-5.575833793911692	0.014562164603581796	-5.135442355251335	0.03795423689912009	
Ngn2n	3	0.5736842105263158	positive	234	530	3.205845532432255	136	2.2132100977735147	3.0	-8.60797445651501	0.07119136077757751	-8.698029529993395	0.005473082995708899	
Ngn2n	3	0.5947368421052631	positive	214	421	3.8508443098715346	125	4.607085221978574	10.0	-0.3338677379431292	0.5902012090004605	-0.2751334069649096	0.535969792160533	
Ngn2n	3	0.6157894736842104	positive	197	350	2.338168315306154	117	4.018119612483704	8.0	-0.46278660247751047	0.6064990275567443	-0.35389178253232845	0.5412134747005513	
Ngn2n	3	0.6368421052631579	positive	175	269	2.1049795360501182	111	2.879026667225358	4.0	-1.3313952992150146	0.5016345576396999	-1.429194569748466	0.22570510874247363	
Ngn2n	3	0.6578947368421053	positive	139	197	2.090819139644066	89	2.296327731014788	2.0	-3.8915699517783837	0.22794853673003745	-4.519962899956991	0.018414656209713977	
Ngn2n	3	0.6789473684210526	positive	115	147	1.2362245604319535	77	2.381939345758279	2.0	-4.16790858173941	0.12743356664916858	-4.185444656728084	0.035879218499798034	
Ngn2n	3	0.7	positive	57	68	1.1969474279253816	38	2.480584409198703	2.0	-0.06814225202708535	0.9733641587858345	-0.9472435425267984	0.2802486193465097	
Ngn2n	4	0.3	positive	404	5797	1.7380667040422149	167	5.4497159932950945	70.0	-0.627105802190199	0.39888128429528424	-0.5108981387834763	0.4311652984630182	
Ngn2n	4	0.32105263157894737	positive	376	4634	1.7978057743803715	146	4.725279597275405	51.0	-0.8635165148524218	0.442999532567221	-0.771721934170984	0.37366093393466215	
Ngn2n	4	0.34210526315789475	positive	354	3628	1.8646713376251138	144	5.269324492102165	53.0	-0.7251858406556204	0.265265636023435	-0.6489954376157794	0.4159965257704943	
Ngn2n	4	0.3631578947368421	positive	341	2853	2.0589198628344154	136	5.4029743544413105	43.0	-0.5777157797913879	0.3851152728097774	-0.4903449546500771	0.46658243108531394	
Ngn2n	4	0.38421052631578945	positive	335	2228	2.2198801469717466	147	5.153774001063568	34.0	-0.4868086421347071	0.5307089638737701	-0.3919345151841065	0.531941508279797	
Ngn2n	4	0.4052631578947368	positive	314	1733	2.298213404852507	134	4.8539369033938335	29.0	-0.7613891850802164	0.2824835001569532	-0.6839716324985052	0.4197753857845309	
Ngn2n	4	0.4263157894736842	positive	298	1326	2.348733443669126	126	3.0768185211522043	12.0	-3.829938458102224	0.1254080748062832	-3.273117396253849	0.10216936495555207	
Ngn2n	4	0.4473684210526315	positive	279	998	2.4140597097845204	127	4.849030599021192	21.0	-0.5876877484489205	0.3210892741938377	-0.5401073683198141	0.46467026470809536	
Ngn2n	4	0.46842105263157896	positive	256	762	2.2220326746172896	140	2.8138045462509425	7.0	-2.4288516000778917	0.3908767231947141	-2.578454013545556	0.12372032240331213	
Ngn2n	4	0.4894736842105263	positive	233	570	2.8180560122329235	131	2.8273721498442317	6.0	-2.5395512239927567	0.3235194931683446	-2.47900121137297	0.1407395581201256	
Ngn2n	4	0.5105263157894737	positive	204	410	2.7630668111736534	118	2.5436809762855677	4.0	-5.524556164867816	0.05640492847098184	-4.937863482552683	0.040253042214963564	
Ngn2n	4	0.531578947368421	positive	176	294	4.171492704826038	106	3.3901026100961955	6.0	-1.492303422138479	0.2247510429699987	-1.1927046888725288	0.30803917636489453	
Ngn2n	4	0.5526315789473684	positive	133	202	3.4478149433864327	79	4.853353695143085	7.0	0.15449672652249014	0.779243876836079	-0.02391093415232559	0.7884466961036553	
Ngn2n	4	0.5736842105263158	positive	56	74	5.308497279196317	38	3.66286799511804	4.0	-0.14589522606629957	0.8369818858570014	-0.18920338982800522	0.6071803043834934	
Ngn2n	4	0.5947368421052631	positive	50	59	0.518541251086901	36	3.278154248401028	3.0	-0.5484259264942211	0.476276957823238	-0.5618596645630607	0.3812323638492484	
Ngn2n	4	0.6157894736842104	positive	30	33	0.0	19	3.4554603154589696	3.0	-0.5837648177260397	0.09226236022859173	-0.6017003406006185	0.3259391132499585	
Ngn2n	4	0.6368421052631579	positive	23	26	nan	13	3.653605749841061	3.0	-0.4990099722814316	0.07653284765912395	-0.6383711081223242	0.3894959095955671	
Ngn2n	5	0.3	positive	437	7389	1.6189225551521753	164	5.049670511094065	80.0	-1.2911467342680671	0.15462961169967085	-1.1726314849380461	0.26122312327321606	
Ngn2n	5	0.32105263157894737	positive	408	5972	1.7036102979782806	122	3.3443002343219814	43.0	-8.576008226408204	6.274287305620352e-05	-9.146809158299757	0.006831283718140897	
Ngn2n	5	0.34210526315789475	positive	388	4831	1.8417914229452748	125	4.75222715286861	56.0	-1.4028193161206257	0.15346236312638464	-1.3075430013758789	0.2690123105578125	
Ngn2n	5	0.3631578947368421	positive	364	3840	1.8819213736806288	129	4.596648892764	46.0	-1.0121680032120564	0.3274503942605397	-0.8742754012856335	0.34488233555721426	
Ngn2n	5	0.38421052631578945	positive	344	3059	1.9843771782234392	134	7.651372331405096	61.0	-0.28553099810581095	0.32570192730763614	-0.35141417172786227	0.548474318728911	
Ngn2n	5	0.4052631578947368	positive	334	2456	2.1147915526375014	144	3.4463776408732425	23.0	-3.5551025435032617	0.07134698062951098	-3.1694585680060103	0.09775385371743515	
Ngn2n	5	0.4263157894736842	positive	317	1936	2.0131311447869806	144	3.7976979905632753	23.0	-1.4559744411183466	0.3297059100228297	-1.2117185718377876	0.29083774732217094	
Ngn2n	5	0.4473684210526315	positive	300	1546	2.4523426305552056	141	3.586997858457712	20.0	-2.7091201648675103	0.03644388303906261	-2.5847909189524985	0.12074240238205357	
Ngn2n	5	0.46842105263157896	positive	281	1191	2.6477118362488756	143	3.7205651645177933	18.0	-2.0990828037927534	0.04962175446300317	-2.123342119038949	0.16063043408707467	
Ngn2n	5	0.4894736842105263	positive	267	916	2.4721732815026107	149	2.7280236213869538	8.0	-4.988401890010387	0.08884319100312521	-4.489678473564398	0.06022497617765448	
Ngn2n	5	0.5105263157894737	positive	250	713	2.568245911376728	144	3.482665403449917	11.0	-0.8257551845000686	0.5915342304585058	-0.9193355510164056	0.36869314979221113	
Ngn2n	5	0.531578947368421	positive	223	547	2.4436397941006733	131	3.3933058539940015	9.0	-0.6211813603693579	0.6669504543346717	-0.7337507719733702	0.3979342477658636	
Ngn2n	5	0.5526315789473684	positive	204	426	2.2963958430732654	130	3.248602899189656	7.0	0.7837144456242724	0.6556019256434231	-0.2847079466756133	0.5658577092032705	
Ngn2n	5	0.5736842105263158	positive	182	335	3.1083766355725286	115	3.013989222349789	5.0	0.7754276475040673	0.7213795581308594	-0.5347531936484109	0.4268142553264679	
Ngn2n	5	0.5947368421052631	positive	149	254	3.0800543389664727	92	2.8095913680967	4.0	-1.7085995297086876	0.38108164641617726	-1.6906973885365244	0.17162653814579676	
Ngn2n	5	0.6157894736842104	positive	88	118	4.031447594321846	59	3.647993911241125	4.0	-0.9789100418406291	0.19334754826862788	-0.8107709736952027	0.30064444979476845	
Ngn2n	5	0.6368421052631579	positive	79	95	5.029509140636246	55	4.085208080566016	4.0	-0.41601028242414606	0.43165200857530117	-0.3943674182319442	0.43996279633638014	
Ngn2n	5	0.6578947368421053	positive	54	60	0.8216594827586207	37	8.225697862711497	6.0	-0.11264374968577362	0.2434176503381047	-0.4524418237960274	0.3350715241275122	
Ngn2n	5	0.6789473684210526	positive	26	29	0.9358392741412832	17	3.498228674559997	3.0	-0.36853124636936985	0.2534901983602309	-0.3108049781759509	0.3690085733041827	
Ngn2n	5	0.7	positive	22	27	0.0	18	2.3747780354527794	2.0	-1.2827035800343125	0.180111289315958	-1.015244461646523	0.2723551044003433	
