treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ngn2p	2	0.48000000000000004	positive	285	1132	2.130869465734948	141	1.6555318576356233	2.0	-38.1452495834052	4.2181288935694714e-05	-35.6043030804056	3.811220735523347e-08	
Ngn2p	2	0.5	positive	256	901	2.24807622137239	136	4.075389727761813	16.0	-2.7139415512805796	0.003926193229934536	-3.5041989815413013	0.08560301739687701	
Ngn2p	2	0.52	positive	227	687	2.2536310568955424	131	4.455742949715578	14.0	-2.135854293986343	0.004932040842597476	-3.000250084848679	0.10506019870837054	
Ngn2p	2	0.54	positive	201	539	2.298010485563889	115	4.216438106263537	11.0	-1.580273469102266	0.12251551502778882	-1.533278902197316	0.29037767673163883	
Ngn2p	2	0.56	positive	171	415	2.350364459660942	102	6.966500447013648	14.0	0.06543908936429599	0.8352410378613864	-0.006296656886863872	0.9171409190636783	
Ngn2p	2	0.5800000000000001	positive	137	321	1.9300213991769546	80	6.138789694794815	11.0	-0.17813933772525214	0.6873527991729829	-0.15788124045078222	0.663957496551989	
Ngn2p	2	0.6000000000000001	positive	122	263	2.3537291415343122	75	6.4125994174221725	10.0	0.206492174342767	0.6301805739886237	-0.007533141934152443	0.9470269839792647	
Ngn2p	2	0.6200000000000001	positive	106	201	1.2103074992155631	69	6.365982341615722	10.0	-0.1654244297876244	0.4278871751276516	-0.18198261829406326	0.6579154338185891	
Ngn2p	2	0.6400000000000001	positive	93	165	1.661048304213772	63	5.26386944695646	7.0	-0.2872734147258812	0.41513463495519065	-0.24360121116262767	0.5045433047184589	
Ngn2p	2	0.6600000000000001	positive	81	136	1.5997596077002256	54	4.033277804327172	5.0	-0.651084761726286	0.3345856796602582	-0.5556475272764714	0.39562126951681	
Ngn2p	2	0.68	positive	67	93	3.193099179947393	45	3.2065924251526696	3.0	-1.728090876723087	0.09992842189141149	-1.6506993978311342	0.18771106946928762	
Ngn2p	3	0.3	positive	470	7809	1.5870930639685574	185	1.988441098332028	17.0	-43.28331756442807	4.4046673802499274e-09	-36.00498488957327	2.0509397363200435e-07	
Ngn2p	3	0.32	positive	450	6392	1.694823593419601	198	1.859616963197801	11.0	-47.276806464888324	6.173594278674165e-08	-39.57097012563574	4.106639668743041e-08	
Ngn2p	3	0.33999999999999997	positive	437	5267	1.7348790080778769	204	1.8008904585274887	8.0	-44.954802655833674	2.774037762944859e-06	-38.70813590687197	4.104081929713313e-08	
Ngn2p	3	0.36	positive	421	4346	1.8298794827325366	200	1.7420061534310973	6.0	-46.8931709410485	3.899517383386266e-06	-41.33116320493369	1.3777190425827023e-08	
Ngn2p	3	0.38	positive	402	3539	1.9336342308488748	189	1.6663917682645613	4.0	-47.23498158279203	3.5494194661607386e-05	-44.854009221350864	2.6828537279058582e-09	
Ngn2p	3	0.4	positive	382	2923	1.8818158777093321	173	1.7588125758530029	5.0	-40.55364893194422	1.2981229655521618e-05	-34.54891641112552	4.749295973542134e-07	
Ngn2p	3	0.42000000000000004	positive	363	2375	2.0852186210341817	179	1.8661596756077925	6.0	-33.237460266412064	4.813780673374128e-06	-27.564371590592927	5.4132028502443276e-06	
Ngn2p	3	0.44	positive	334	1919	2.128266848982666	171	1.582693510005818	2.0	-36.576542908624276	0.0027792217002914643	-42.08461018548683	2.8508630670249958e-09	
Ngn2p	3	0.46	positive	308	1556	1.9994579267180133	154	4.36819705197591	25.0	-3.067121666546376	0.0007894496171264918	-4.421069783888097	0.05085430207642999	
Ngn2p	3	0.48000000000000004	positive	287	1223	2.2515903026892468	150	4.666646362814289	21.0	-1.8824001393258976	0.052518380039048414	-1.894144023365533	0.20952098667614838	
Ngn2p	3	0.5	positive	248	954	2.166018670405091	127	6.9869299813776005	24.0	-0.527237149686677	0.1040320716807208	-0.8130081083955991	0.36041717125000683	
Ngn2p	3	0.52	positive	221	754	1.9618512150779874	123	4.146043390838303	14.0	-2.203634945679048	0.02562434466847167	-2.3508362852913436	0.144130460228323	
Ngn2p	3	0.54	positive	194	598	2.254884922781083	103	4.319294694016644	12.0	-0.7229683240059535	0.5166335677948299	-0.5715826323788931	0.4580636840472455	
Ngn2p	3	0.56	positive	174	466	2.342731776344536	94	4.649217038597497	12.0	-1.1072202441038363	0.08167027875681238	-1.2089639247932016	0.2638357721291401	
Ngn2p	3	0.5800000000000001	positive	150	360	1.8906565954099777	86	6.605240284385047	13.0	-0.3949339029815462	0.19959664680087652	-0.5623512927656369	0.508318758718819	
Ngn2p	3	0.6000000000000001	positive	130	287	1.6723776972376032	75	3.295027136745231	6.0	-2.3945077957422107	0.06278716453026259	-2.1457964962545817	0.13916834239527612	
Ngn2p	3	0.6200000000000001	positive	100	223	2.7945366180660294	55	7.102169707958377	11.0	-0.0787969902620238	0.7024183894798348	-0.0668154563138994	0.7075249029862416	
Ngn2p	3	0.6400000000000001	positive	90	173	2.8270926355055668	50	2.9428443740133936	4.0	-2.2193666122850186	0.14190311484266066	-1.916831659608313	0.1698697779155297	
Ngn2p	3	0.6600000000000001	positive	83	142	2.7816719234174414	46	2.559039501902931	3.0	-3.4538927326920734	0.04429589620531523	-3.068572998787619	0.07585344405428202	
Ngn2p	3	0.68	positive	74	109	2.624545102593883	45	2.8847146678930966	3.0	-1.1534502818702304	0.4205186793221499	-0.885814079596436	0.258068460278125	
Ngn2p	4	0.3	positive	498	10050	1.5395935422153753	182	5.602111972375095	106.0	-2.300157016043253	0.006958890084727943	-3.1710677691871476	0.1200965650160754	
Ngn2p	4	0.32	positive	481	8382	1.5941772670732999	168	7.743552795831878	115.0	-0.17145055240444185	0.6097083540691262	-1.301780526367338	0.3737286015050365	
Ngn2p	4	0.33999999999999997	positive	462	7006	1.6563906356924347	188	7.547038777043695	97.0	-0.8680207361178569	0.0449709464130019	-1.308995423127489	0.2634588319446687	
Ngn2p	4	0.36	positive	443	5821	1.7323255045720685	167	6.749061616724256	80.0	-1.5561252316855803	0.003309735462426326	-3.020915606353883	0.11554788788426515	
Ngn2p	4	0.38	positive	424	4823	1.7622728677568684	170	6.990902063918685	71.0	-1.5379228582952567	0.0005848918134357483	-3.744543752133231	0.06849649677059048	
Ngn2p	4	0.4	positive	411	4018	1.845701354246677	178	7.593303021654594	62.0	-0.7505346150063823	0.1341342940018726	-0.913597614633419	0.3701838370323677	
Ngn2p	4	0.42000000000000004	positive	388	3335	1.9599576708552433	172	1.9525341607376807	9.0	-33.8826320697832	7.54312845277704e-07	-27.683009514164272	7.585207203948332e-06	
Ngn2p	4	0.44	positive	367	2755	2.0054955021913963	174	1.9493259262584148	8.0	-33.6262872647915	1.7750312456522585e-07	-27.937430804134397	5.131875672566897e-06	
Ngn2p	4	0.46	positive	352	2328	2.0533028919675997	166	1.9100979765674935	7.0	-36.87409282540081	6.573573656163636e-10	-32.256193414232655	3.403498032832459e-07	
Ngn2p	4	0.48000000000000004	positive	330	1917	2.0000900853513692	169	1.977201534959431	7.0	-30.98992302913227	1.0016814570499886e-08	-26.992649873537697	4.4083409031327415e-06	
Ngn2p	4	0.5	positive	309	1577	2.0489943487258127	153	1.9024393186188484	5.0	-31.416096478041517	4.2418075602068467e-07	-26.506681905195634	4.406089282924018e-06	
Ngn2p	4	0.52	positive	290	1304	2.0980076625660105	150	7.244254134368905	28.0	-0.7780083383340717	0.030814994155685227	-1.5089681144511693	0.2707139272194061	
Ngn2p	4	0.54	positive	266	1047	2.2517169588535273	133	10.717900380917701	28.0	0.4458138233983211	0.013134738675360252	0.3011350346454693	0.6418263024858093	
Ngn2p	4	0.56	positive	244	858	2.065674597401926	132	5.113587013993177	18.0	-1.9758190580195911	0.0005940670282595441	-3.881834337267249	0.06231502541989351	
Ngn2p	4	0.5800000000000001	positive	227	702	2.16377374574398	123	9.173197682574203	20.0	-0.32310898485401096	0.11948531711565788	-0.6665990181169794	0.4685281740763051	
Ngn2p	4	0.6000000000000001	positive	198	547	2.0803578968048133	111	4.516162500585302	12.0	-1.7539962351806573	0.014109020793544591	-2.1531525196770662	0.1279596195353747	
Ngn2p	4	0.6200000000000001	positive	164	432	2.118315957518886	86	4.576055588921699	11.0	-1.3330632489175205	0.04086372067044466	-1.5779212706007266	0.20748943003723863	
Ngn2p	4	0.6400000000000001	positive	149	361	1.8143520322116142	77	3.8957093967402296	8.0	-1.8648313477647422	0.06992223888497938	-1.772533740277217	0.1996585700208453	
Ngn2p	4	0.6600000000000001	positive	131	289	2.2428861685203842	70	4.9424000038855525	9.0	-0.4667324207358976	0.388595159779034	-0.3913898361031507	0.5045268160839821	
Ngn2p	4	0.68	positive	120	231	1.9774609845196305	70	3.774664085241214	6.0	-1.4076302398437748	0.13462404585248983	-1.252763672523883	0.28018405839239713	
Ngn2p	5	0.3	positive	474	8263	1.599769394074931	188	6.807974080730865	106.0	-0.7364971507616502	0.20230574665675916	-0.7892654057916331	0.4124646825513558	
Ngn2p	5	0.32	positive	460	6867	1.6575976720145622	198	6.3116215264506295	89.0	-1.2355159305437131	0.03896556122435551	-1.7037283981987983	0.22934221578800107	
Ngn2p	5	0.33999999999999997	positive	442	5602	1.713550557027668	187	6.998641976580392	80.0	-0.8123621977787372	0.12958556048988323	-0.9916844290108942	0.3549310019184361	
Ngn2p	5	0.36	positive	424	4627	1.8011868885854636	180	7.206068438509282	70.0	-0.6085823522013505	0.27628642258617586	-0.6209987937335013	0.48168787492882703	
Ngn2p	5	0.38	positive	409	3812	1.918579673732242	192	8.44558042049421	63.0	-0.18423072879569524	0.6647443670149404	-0.23310839608778844	0.7495021746105205	
Ngn2p	5	0.4	positive	390	3093	1.9600837553412138	196	8.93637802475811	56.0	0.14660607898801237	0.6574577286018821	0.13492029297859975	0.7873761017494667	
Ngn2p	5	0.42000000000000004	positive	370	2540	2.044364630668894	180	8.83517360518108	50.0	-0.30152268013896877	0.3536280669317394	-0.277838785550119	0.4388545008272987	
Ngn2p	5	0.44	positive	341	2040	2.19262958738654	174	7.764193305932882	41.0	-0.44886128506274514	0.17110071726382226	-0.5744346917100582	0.4024451018586853	
Ngn2p	5	0.46	positive	315	1668	2.3357381789005984	159	8.18003046917234	36.0	-0.2828210203202448	0.3719091270480309	-0.3008722658397578	0.560913385314584	
Ngn2p	5	0.48000000000000004	positive	291	1358	1.9592814397208982	150	7.742401132413163	30.0	-0.33673129972171045	0.365489974263538	-0.3502633967608686	0.5459147475444572	
Ngn2p	5	0.5	positive	271	1088	2.020583596389148	145	7.9925463879877094	27.0	-0.34405892822506123	0.2802068028074992	-0.4259529901293071	0.5282063027306363	
Ngn2p	5	0.52	positive	244	886	1.9975987486296412	136	8.40450970141582	24.0	-0.39736199563652974	0.1370634852172641	-0.6769846829413362	0.4420998220722592	
Ngn2p	5	0.54	positive	212	691	2.0476981310534788	119	1.877895737844823	3.0	-21.53504463633275	0.00016739226023704864	-17.646931536726708	0.00022310368578746725	
Ngn2p	5	0.56	positive	186	552	2.5330563902500938	105	6.523634133128088	17.0	-0.6188242981625611	0.03766065916595048	-1.2155705646715587	0.29507384641704737	
Ngn2p	5	0.5800000000000001	positive	156	424	2.5434989255734686	87	6.294641731132243	14.0	-0.18289324072066826	0.6391843158872228	-0.16813452397180928	0.6746227247023143	
Ngn2p	5	0.6000000000000001	positive	133	324	2.463664536081606	74	4.855762840228747	9.0	-0.9276412000744421	0.13790967475705718	-0.9204500252029426	0.33022313968596595	
Ngn2p	5	0.6200000000000001	positive	114	247	2.4715506715506717	67	6.356705470728202	9.0	-0.08982032195230105	0.793749223476947	-0.07684667415857893	0.639828611655926	
Ngn2p	5	0.6400000000000001	positive	104	200	2.4330591718296604	60	8.887011821189779	10.0	-0.10739918480669375	0.19398091910461512	-0.16921337638139045	0.5831685836094935	
Ngn2p	5	0.6600000000000001	positive	96	171	2.2455145577096793	56	4.075312039030617	5.0	0.05496731105730701	0.9513482546404693	-0.14009056092100325	0.42049815030106774	
Ngn2p	5	0.68	positive	88	134	6.487220149253732	54	10.633954709392649	8.0	-0.09127645893799263	0.4033702229447462	-0.4310745326432752	0.3452356613997879	
