run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community	community_size	rank_betweenness	rank_outdegree	rank_local_betweenness	rank_local_outdegree
1	654	Tlx2	0.06891271056661562	0.0017850599874106295	0.10107197549770292	0.0308510038613666	2	160	4.0	10.0	8.0	4.0
1	654	Shox2	0.10260336906584992	0.001026409492761112	0.14548238897396631	0.01619941938575146	1	170	29.0	3.0	20.0	3.0
1	654	Phox2b	0.09800918836140889	0.0018696154604985013	0.1546707503828484	0.04113623765724969	1	170	2.0	2.0	8.0	5.0
1	654	Pou3f1	0.05819295558958652	0.001402211595373876	0.05972434915773354	0.006879527240954913	0	180	74.0	56.0	18.0	12.0
1	654	Tbx18	0.030627871362940276	0.00023017878785031802	0.030627871362940276	0.001120360018414303	3	85	280.0	155.0	26.0	24.0
1	654	Foxa3	0.06891271056661562	0.0019095444339011075	0.0781010719754977	0.014090230084837323	0	180	34.0	28.0	10.0	7.0
1	633	Tlx2	0.06645569620253164	0.001336536339746033	0.09968354430379747	0.03499568697466349	2	124	5.0	5.0	8.0	3.0
1	633	Shox2	0.09177215189873418	0.0008751429316535939	0.12025316455696203	0.009192762141667837	1	157	69.0	2.0	22.0	1.0
1	633	Phox2b	0.08386075949367089	0.0018104676121888103	0.15031645569620253	0.06468534975626392	1	157	1.0	1.0	10.0	5.0
1	633	Pou3f1	0.04588607594936709	0.0010782563341290698	0.04746835443037974	0.0038441092098136375	0	169	156.0	66.0	23.0	15.0
1	633	Tbx18	0.02373417721518987	0.0002332042769162872	0.02373417721518987	0.003345102208670184	3	84	172.0	157.0	34.0	24.0
1	633	Foxa3	0.055379746835443035	0.002083793055026179	0.060126582278481014	0.017392525426788902	0	169	31.0	34.0	9.0	7.0
1	614	Tlx2	0.06525285481239805	0.0018712215718261205	0.09135399673735727	0.020175606947509837	0	135	26.0	4.0	6.0	1.0
1	614	Shox2	0.07993474714518761	0.0011275309471259955	0.10929853181076672	0.014111462964740001	1	122	38.0	2.0	10.0	1.0
1	614	Phox2b	0.0734094616639478	0.0013007922037765623	0.12887438825448613	0.06856081203552655	1	122	2.0	1.0	7.0	2.0
1	614	Pou3f1	0.026101141924959218	0.00023190352813229697	0.04567699836867863	0.013117209907345212	4	79	46.0	44.0	20.0	9.0
1	614	Tbx18	0.016313213703099513	0.000413161458166736	0.016313213703099513	0.007332949493010907	3	81	85.0	172.0	19.0	29.0
1	614	Foxa3	0.04404567699836868	0.0023643497638315795	0.04730831973898858	0.01807248184755142	2	120	30.0	40.0	3.0	5.0
1	581	Tlx2	0.06034482758620689	0.001965338574236198	0.08103448275862069	0.03922339348460485	0	125	8.0	4.0	7.0	2.0
1	581	Shox2	0.07241379310344828	0.0009945804299922578	0.10172413793103448	0.027979274611398965	3	86	14.0	2.0	6.0	1.0
1	581	Phox2b	0.06034482758620689	0.0012030254302900364	0.11206896551724138	0.04745101542493002	3	86	5.0	1.0	3.0	2.0
1	581	Pou3f1	0.02586206896551724	0.00010422250014888928	0.041379310344827586	0.013950926091358467	5	70	52.0	39.0	20.0	8.0
1	581	Tbx18	0.013793103448275862	0.0007712465011017808	0.013793103448275862	0.019817163956881663	4	77	35.0	165.0	9.0	29.0
1	581	Foxa3	0.03103448275862069	0.0018849383598356262	0.03275862068965517	0.02248823774641177	1	110	27.0	65.0	5.0	8.0
1	549	Tlx2	0.05291970802919708	0.002632140807857057	0.07664233576642336	0.031192036189434072	0	128	20.0	3.0	5.0	2.0
1	549	Shox2	0.06386861313868612	0.002004964037417099	0.09306569343065693	0.02500700569796768	1	107	27.0	2.0	3.0	2.0
1	549	Phox2b	0.06934306569343066	0.002929048959820654	0.10583941605839416	0.06261092355115494	1	107	5.0	1.0	2.0	1.0
1	549	Pou3f1	0.025547445255474453	8.006511963063291e-05	0.032846715328467155	0.00617835839816384	5	37	110.0	41.0	12.0	5.0
