"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061061","muscle structure development","19/107","708/29008",1.32769273183196e-11,3.5144026611592e-08,2.48488176547076e-08,"15903/68760/68794/11443/217012/15902/17127/53318/109711/53599/11459/16691/21417/22003/234214/320790/20661/13207/18935",19
"GO:0022008","neurogenesis","26/107","1879/29008",3.28761736555085e-09,4.07977085795642e-06,2.88462910760802e-06,"15901/12614/14531/17196/15902/20512/71918/19716/17754/13641/12704/17965/18991/211134/12877/216233/29875/21417/320790/13361/19272/18935/16917/108071/21367/100317",26
"GO:0009719","response to endogenous stimulus","23/107","1516/29008",5.80116465757789e-09,4.07977085795642e-06,2.88462910760802e-06,"15901/17196/20512/17127/12741/17965/240725/12877/216233/29875/98415/21417/80909/20661/13207/74166/19272/77889/381290/20511/18935/14654/108071",23
"GO:0045595","regulation of cell differentiation","24/107","1672/29008",7.44717611975858e-09,4.07977085795642e-06,2.88462910760802e-06,"15903/15901/50918/14531/17196/15902/71918/19716/17127/12741/12704/17965/208177/216233/21417/320790/20661/13121/13207/77889/18935/72828/108071/21367",24
"GO:0030029","actin filament-based process","17/107","814/29008",7.70640509625316e-09,4.07977085795642e-06,2.88462910760802e-06,"68760/68794/15901/50918/12614/544963/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214",17
"GO:0030036","actin cytoskeleton organization","16/107","727/29008",1.07252164076708e-08,4.26638644712347e-06,3.01657690055695e-06,"68760/15901/50918/12614/544963/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214",16
"GO:0071495","cellular response to endogenous stimulus","21/107","1308/29008",1.12824726595634e-08,4.26638644712347e-06,3.01657690055695e-06,"15901/20512/17127/12741/17965/240725/12877/216233/29875/98415/21417/80909/13207/74166/19272/77889/381290/20511/18935/14654/108071",21
"GO:0032989","cellular component morphogenesis","17/107","848/29008",1.40528329682008e-08,4.64973110835343e-06,3.28762329177118e-06,"68760/15901/17196/17754/13641/12704/17965/208177/211134/11459/16691/29875/232664/22003/18935/21367/100317",17
"GO:0048699","generation of neurons","24/107","1750/29008",1.78920655570128e-08,5.26225528104589e-06,3.7207125801601e-06,"15901/12614/17196/15902/20512/71918/19716/17754/13641/12704/17965/211134/12877/216233/29875/21417/320790/13361/19272/18935/16917/108071/21367/100317",24
"GO:0060429","epithelium development","20/107","1227/29008",2.07236530676474e-08,5.48555096700628e-06,3.87859527939759e-06,"15903/271127/15901/50918/12614/14531/15902/218518/19041/14063/17127/12741/18991/240725/208177/243905/21417/17075/320790/77889",20
"GO:0007015","actin filament organization","12/107","453/29008",1.18208474068884e-07,2.63839103836335e-05,1.86549192381049e-05,"68760/15901/50918/544963/14063/17127/208177/53318/109711/11459/22003/234214",12
"GO:0097435","supramolecular fiber organization","15/107","754/29008",1.19609718399548e-07,2.63839103836335e-05,1.86549192381049e-05,"68760/15901/50918/544963/17754/14063/17127/208177/53318/109711/11459/16691/22003/234214/16917",15
"GO:0033043","regulation of organelle organization","18/107","1115/29008",1.33893363298547e-07,2.72627486654811e-05,1.92763076878394e-05,"68760/271127/58801/15901/50918/12614/544963/17754/14063/17127/12704/208177/20899/29875/22003/12890/23834/108912",18
"GO:0051093","negative regulation of developmental process","17/107","1003/29008",1.57172903325953e-07,2.97169053645569e-05,2.10115354972589e-05,"15903/15901/17196/15902/19716/17127/12741/12704/240725/216233/21417/20661/77889/381290/18935/72828/21367",17
"GO:0010927","cellular component assembly involved in morphogenesis","7/107","117/29008",2.70762621825741e-07,4.77805773315157e-05,3.37835748495556e-05,"68760/208177/11459/16691/232664/22003/100317",7
"GO:0007167","enzyme linked receptor protein signaling pathway","16/107","960/29008",4.734548103663e-07,7.83271801899748e-05,5.53817534757422e-05,"15901/19716/17127/12741/13641/17965/240725/216233/29875/98415/21417/20661/13207/19272/72828/72543",16
"GO:0042692","muscle cell differentiation","11/107","428/29008",5.5260197851819e-07,8.60433786551558e-05,6.08375428981636e-05,"68760/68794/11443/15902/109711/11459/16691/21417/22003/234214/20661",11
"GO:0071363","cellular response to growth factor stimulus","13/107","642/29008",7.30737353047366e-07,0.000107458987417577,7.59795914455098e-05,"15901/19716/17127/12741/17965/240725/29875/21417/20661/13207/19272/381290/18935",13
"GO:0034330","cell junction organization","14/107","761/29008",8.30271793610801e-07,0.000115000548478545,8.13119023302855e-05,"11443/218518/14063/17127/12741/13641/208177/109711/29875/234214/19272/16917/108071/21367",14
"GO:0007010","cytoskeleton organization","19/107","1406/29008",8.68912342112163e-07,0.000115000548478545,8.13119023302855e-05,"68760/15901/50918/12614/544963/17754/19041/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214/21367",19
"GO:0070848","response to growth factor","13/107","655/29008",9.13747005443937e-07,0.0001151756344481,8.14356980290386e-05,"15901/19716/17127/12741/17965/240725/29875/21417/20661/13207/19272/381290/18935",13
"GO:0001101","response to acid chemical","8/107","209/29008",1.12367876690818e-06,0.000124397878252148,8.79563468205589e-05,"20512/12877/16691/21417/80909/381290/20511/14654",8
"GO:1901700","response to oxygen-containing compound","21/107","1723/29008",1.12508691794221e-06,0.000124397878252148,8.79563468205589e-05,"15903/319236/17196/20512/26557/20899/12877/216233/16691/98415/21417/80909/234214/20661/13361/19272/381290/20511/16649/14654/108071",21
"GO:0032956","regulation of actin cytoskeleton organization","10/107","368/29008",1.1278991605786e-06,0.000124397878252148,8.79563468205589e-05,"68760/15901/50918/12614/544963/14063/17127/208177/29875/22003",10
"GO:0009790","embryo development","18/107","1297/29008",1.20383541607732e-06,0.000127462093854266,9.01229208330725e-05,"15903/50918/12614/14531/17196/15902/17127/13641/240725/208177/243905/16691/21417/22003/320790/73884/11864/16917",18
"GO:0055001","muscle cell development","8/107","221/29008",1.70623008536029e-06,0.000173707347536488,0.000122820934889498,"68760/68794/11443/109711/11459/16691/22003/234214",8
"GO:0040011","locomotion","22/107","1934/29008",1.87254596682666e-06,0.00018357885830334,0.000129800652203423,"50918/12614/15902/14063/17127/12741/13641/17965/240725/208177/12877/29875/22003/17075/19272/445007/381290/18935/16917/108071/21367/100317",22
"GO:1901698","response to nitrogen compound","16/107","1077/29008",2.12293906676328e-06,0.000200693561061514,0.000141901716567861,"58801/20512/26557/12877/216233/98415/21417/80909/234214/20661/74166/13361/381290/20511/14654/108071",16
"GO:0045596","negative regulation of cell differentiation","13/107","723/29008",2.71341570143785e-06,0.000240954185019444,0.000170368258391653,"15903/15901/17196/15902/19716/17127/12704/21417/20661/77889/18935/72828/21367",13
"GO:0009611","response to wounding","11/107","507/29008",2.85620645040343e-06,0.000240954185019444,0.000170368258391653,"12614/20512/19716/19041/14063/17127/208177/22003/13361/20511/72828",11
"GO:0015740","C4-dicarboxylate transport","4/107","27/29008",2.8761934289792e-06,0.000240954185019444,0.000170368258391653,"20512/100604/231549/20511",4
"GO:0051254","positive regulation of RNA metabolic process","20/107","1677/29008",2.94164657241698e-06,0.000240954185019444,0.000170368258391653,"14531/15902/14063/17127/18991/21953/20899/12877/98415/21417/17075/72462/320790/11864/13207/445007/77889/18935/16917/27386",20
"GO:0045664","regulation of neuron differentiation","8/107","241/29008",3.24611087759397e-06,0.000240954185019444,0.000170368258391653,"15902/19716/12704/17965/216233/21417/18935/21367",8
"GO:0045893","positive regulation of transcription, DNA-templated","19/107","1538/29008",3.25526842924166e-06,0.000240954185019444,0.000170368258391653,"14531/15902/14063/17127/18991/21953/20899/98415/21417/17075/72462/320790/11864/13207/445007/77889/18935/16917/27386",19
"GO:1903508","positive regulation of nucleic acid-templated transcription","19/107","1538/29008",3.25526842924166e-06,0.000240954185019444,0.000170368258391653,"14531/15902/14063/17127/18991/21953/20899/98415/21417/17075/72462/320790/11864/13207/445007/77889/18935/16917/27386",19
"GO:1902680","positive regulation of RNA biosynthetic process","19/107","1540/29008",3.31720638850478e-06,0.000240954185019444,0.000170368258391653,"14531/15902/14063/17127/18991/21953/20899/98415/21417/17075/72462/320790/11864/13207/445007/77889/18935/16917/27386",19
"GO:0032970","regulation of actin filament-based process","10/107","416/29008",3.36807889902509e-06,0.000240954185019444,0.000170368258391653,"68760/15901/50918/12614/544963/14063/17127/208177/29875/22003",10
