"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901077","regulation of relaxation of muscle","2/18","18/29008",5.53142276814039e-05,0.0142033993794718,0.00813961665178516,"15464/11474",2
"GO:0006590","thyroid hormone generation","2/18","19/29008",6.1799056879691e-05,0.0142033993794718,0.00813961665178516,"114479/15451",2
"GO:0001889","liver development","3/18","128/29008",6.52384974289287e-05,0.0142033993794718,0.00813961665178516,"100102/15377/15451",3
"GO:0061008","hepaticobiliary system development","3/18","131/29008",6.9890563247849e-05,0.0142033993794718,0.00813961665178516,"100102/15377/15451",3
"GO:0098660","inorganic ion transmembrane transport","5/18","749/29008",7.33646662162799e-05,0.0142033993794718,0.00813961665178516,"114479/100102/15464/54378/15451",5
"GO:0030001","metal ion transport","5/18","892/29008",0.000166833152620783,0.0210411202728439,0.0120581452629282,"114479/100102/15464/54378/15451",5
"GO:0048732","gland development","4/18","477/29008",0.000183978649277111,0.0210411202728439,0.0120581452629282,"100102/15377/15451/12550",4
"GO:0042403","thyroid hormone metabolic process","2/18","35/29008",0.000213770700352239,0.0210411202728439,0.0120581452629282,"114479/15451",2
"GO:0009719","response to endogenous stimulus","6/18","1516/29008",0.000217298455211441,0.0210411202728439,0.0120581452629282,"100102/74499/16400/15451/11610/12550",6
"GO:0034220","ion transmembrane transport","5/18","948/29008",0.000221589124998794,0.0210411202728439,0.0120581452629282,"114479/100102/15464/54378/15451",5
"GO:0090075","relaxation of muscle","2/18","37/29008",0.000239103639464136,0.0210411202728439,0.0120581452629282,"15464/11474",2
"GO:1901615","organic hydroxy compound metabolic process","4/18","531/29008",0.000277024104759378,0.0223466111172565,0.0128062897551046,"114479/100102/11474/15451",4
"GO:0003382","epithelial cell morphogenesis","2/18","48/29008",0.000403334505575419,0.028415400855027,0.0162841629519348,"12550/19143",2
"GO:0090102","cochlea development","2/18","50/29008",0.000437696622049801,0.028415400855027,0.0162841629519348,"15451/12550",2
"GO:0016485","protein processing","3/18","256/29008",0.000502531023733059,0.028415400855027,0.0162841629519348,"100102/15451/12550",3
"GO:0006812","cation transport","5/18","1150/29008",0.000540004319706174,0.028415400855027,0.0162841629519348,"114479/100102/15464/54378/15451",5
"GO:0002064","epithelial cell development","3/18","266/29008",0.000561817353879657,0.028415400855027,0.0162841629519348,"16456/12550/19143",3
"GO:0030855","epithelial cell differentiation","4/18","656/29008",0.000615996548427165,0.028415400855027,0.0162841629519348,"15377/16456/12550/19143",4
"GO:0060429","epithelium development","5/18","1227/29008",0.000725443133770677,0.028415400855027,0.0162841629519348,"15377/15451/16456/12550/19143",5
"GO:0032387","negative regulation of intracellular transport","2/18","65/29008",0.000739106581826282,0.028415400855027,0.0162841629519348,"100102/15464",2
"GO:0042592","homeostatic process","6/18","1904/29008",0.000740703673164349,0.028415400855027,0.0162841629519348,"100102/15464/15377/11474/15451/12550",6
"GO:0098662","inorganic cation transmembrane transport","4/18","692/29008",0.00075250252926324,0.028415400855027,0.0162841629519348,"100102/15464/54378/15451",4
"GO:0071496","cellular response to external stimulus","3/18","295/29008",0.000758600714786602,0.028415400855027,0.0162841629519348,"100102/15377/16456",3
"GO:0070613","regulation of protein processing","2/18","67/29008",0.000785079101998722,0.028415400855027,0.0162841629519348,"15451/12550",2
"GO:0072659","protein localization to plasma membrane","3/18","301/29008",0.000804125840205716,0.028415400855027,0.0162841629519348,"16400/16456/12550",3
"GO:1903317","regulation of protein maturation","2/18","70/29008",0.000856570757253362,0.028415400855027,0.0162841629519348,"15451/12550",2
"GO:0009725","response to hormone","4/18","720/29008",0.000872619123343801,0.028415400855027,0.0162841629519348,"100102/74499/15451/11610",4
"GO:0048878","chemical homeostasis","5/18","1280/29008",0.000878579455352092,0.028415400855027,0.0162841629519348,"100102/15464/15377/15451/12550",5
"GO:0051129","negative regulation of cellular component organization","4/18","722/29008",0.000881688677573123,0.028415400855027,0.0162841629519348,"100102/74499/16400/16456",4
"GO:0030036","actin cytoskeleton organization","4/18","727/29008",0.000904655388314966,0.028415400855027,0.0162841629519348,"53318/11474/16456/12550",4
"GO:0030111","regulation of Wnt signaling pathway","3/18","317/29008",0.00093395387724276,0.028415400855027,0.0162841629519348,"74499/16400/12550",3
"GO:0051604","protein maturation","3/18","321/29008",0.000968367231290101,0.028415400855027,0.0162841629519348,"100102/15451/12550",3
"GO:0071495","cellular response to endogenous stimulus","5/18","1308/29008",0.000968706847330468,0.028415400855027,0.0162841629519348,"100102/74499/16400/11610/12550",5
"GO:0034330","cell junction organization","4/18","761/29008",0.00107223957940956,0.0297870580480401,0.0170702257408842,"16400/11474/16456/12550",4
"GO:0032386","regulation of intracellular transport","3/18","335/29008",0.00109514191901206,0.0297870580480401,0.0170702257408842,"100102/15464/12550",3
"GO:0055085","transmembrane transport","5/18","1349/29008",0.0011130150902304,0.0297870580480401,0.0170702257408842,"114479/100102/15464/54378/15451",5
"GO:0070830","bicellular tight junction assembly","2/18","81/29008",0.00114455490810317,0.0297870580480401,0.0170702257408842,"16456/12550",2
"GO:0098655","cation transmembrane transport","4/18","779/29008",0.00116932665891067,0.0297870580480401,0.0170702257408842,"100102/15464/54378/15451",4
"GO:0120192","tight junction assembly","2/18","86/29008",0.00128878846836816,0.0313028573792035,0.0179388928217053,"16456/12550",2
