"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061061","muscle structure development","18/103","708/29008",6.05221341162989e-11,1.59536345530564e-07,1.14737224782584e-07,"15903/68760/68794/11443/217012/15902/17127/53318/109711/53599/11459/16691/22003/234214/320790/20661/13207/18935",18
"GO:0060429","epithelium development","21/103","1227/29008",1.7871853183105e-09,2.35551024953324e-06,1.694063556988e-06,"15903/271127/15901/50918/12614/14531/15902/218518/19041/14063/17127/12741/18991/240725/208177/243905/13167/17075/320790/77889/230959",21
"GO:0030029","actin filament-based process","17/103","814/29008",4.2367129819612e-09,3.72265847348324e-06,2.67730529140776e-06,"68760/68794/15901/50918/12614/544963/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214",17
"GO:0030036","actin cytoskeleton organization","16/103","727/29008",6.09538784943793e-09,4.01686059277959e-06,2.88889303074676e-06,"68760/15901/50918/12614/544963/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214",16
"GO:0045595","regulation of cell differentiation","23/103","1672/29008",1.66471192776947e-08,8.77636128320063e-06,6.31188669876381e-06,"15903/15901/50918/14531/17196/15902/71918/19716/17127/12741/12704/17965/208177/216233/320790/20661/13121/13207/77889/230959/18935/72828/108071",23
"GO:0009719","response to endogenous stimulus","21/103","1516/29008",6.97680405623437e-08,2.54177073170349e-05,1.82802056057743e-05,"15901/17196/20512/17127/12741/17965/240725/12877/216233/29875/98415/80909/20661/13207/74166/19272/77889/381290/18935/14654/108071",21
"GO:0033043","regulation of organelle organization","18/103","1115/29008",7.32257095945946e-08,2.54177073170349e-05,1.82802056057743e-05,"68760/271127/58801/15901/50918/12614/544963/17754/14063/17127/12704/208177/20899/29875/22003/12890/23834/245474",18
"GO:0007015","actin filament organization","12/103","453/29008",7.71402346495749e-08,2.54177073170349e-05,1.82802056057743e-05,"68760/15901/50918/544963/14063/17127/208177/53318/109711/11459/22003/234214",12
"GO:0071495","cellular response to endogenous stimulus","19/103","1308/29008",1.56704801316191e-07,4.58970951410533e-05,3.30088125345568e-05,"15901/20512/17127/12741/17965/240725/12877/216233/29875/98415/80909/13207/74166/19272/77889/381290/18935/14654/108071",19
"GO:0032989","cellular component morphogenesis","15/103","848/29008",3.21413199324092e-07,8.47245193418308e-05,6.09331759981779e-05,"68760/15901/17196/17754/13641/12704/17965/208177/211134/11459/16691/29875/232664/22003/18935",15
"GO:0097435","supramolecular fiber organization","14/103","754/29008",4.63389482004105e-07,0.000111044970414802,7.98626274726692e-05,"68760/15901/50918/544963/17754/14063/17127/208177/53318/109711/11459/16691/22003/234214",14
"GO:0022008","neurogenesis","22/103","1879/29008",5.86369404546751e-07,0.000128805812532103,9.26360787358507e-05,"15901/12614/14531/17196/15902/20512/71918/19716/17754/13641/12704/17965/18991/211134/12877/216233/29875/13167/320790/19272/18935/108071",22
"GO:0042592","homeostatic process","22/103","1904/29008",7.32145710778685e-07,0.000148456622585586,0.000106768779361329,"58801/15901/17196/15902/20512/26557/17754/14063/17127/12741/15464/17750/231549/98415/13167/320790/12709/74166/381290/333050/18935/72828",22
"GO:0032956","regulation of actin cytoskeleton organization","10/103","368/29008",7.92003398283713e-07,0.000149122925562562,0.000107247978970599,"68760/15901/50918/12614/544963/14063/17127/208177/29875/22003",10
"GO:0055001","muscle cell development","8/103","221/29008",1.27745795014627e-06,0.000224491943772371,0.0001614527556641,"68760/68794/11443/109711/11459/16691/22003/234214",8
"GO:0007010","cytoskeleton organization","18/103","1406/29008",2.12792035045816e-06,0.000350574877737981,0.000252130562577312,"68760/15901/50918/12614/544963/17754/19041/14063/17127/12704/208177/53318/109711/11459/16691/29875/22003/234214",18
"GO:0032970","regulation of actin filament-based process","10/103","416/29008",2.37922042897269e-06,0.000350953043057534,0.000252402535958238,"68760/15901/50918/12614/544963/14063/17127/208177/29875/22003",10
"GO:0051093","negative regulation of developmental process","15/103","1003/29008",2.59318288024991e-06,0.000350953043057534,0.000252402535958238,"15903/15901/17196/15902/19716/17127/12741/12704/240725/216233/20661/77889/381290/18935/72828",15
"GO:0008015","blood circulation","11/103","525/29008",2.73609952062273e-06,0.000350953043057534,0.000252402535958238,"271127/15902/14063/17127/12741/15464/21953/22003/320790/74166/381290",11
"GO:0042127","regulation of cell population proliferation","20/103","1742/29008",2.82645161864336e-06,0.000350953043057534,0.000252402535958238,"58801/15901/15902/19716/17127/12741/13641/240725/12877/22003/17075/11864/21985/21376/23834/19272/20775/77889/245474/18935",20
"GO:0003012","muscle system process","10/103","425/29008",2.87718055544044e-06,0.000350953043057534,0.000252402535958238,"11443/17127/240725/15464/21953/22003/234214/74166/381290/14654",10
"GO:0071363","cellular response to growth factor stimulus","12/103","642/29008",3.04576365446754e-06,0.000350953043057534,0.000252402535958238,"15901/19716/17127/12741/17965/240725/29875/20661/13207/19272/381290/18935",12
"GO:0042692","muscle cell differentiation","10/103","428/29008",3.06218512531232e-06,0.000350953043057534,0.000252402535958238,"68760/68794/11443/15902/109711/11459/16691/22003/234214/20661",10
"GO:0051493","regulation of cytoskeleton organization","11/103","542/29008",3.70865622704404e-06,0.000384034884289054,0.000276194723506344,"68760/15901/50918/12614/544963/17754/14063/17127/208177/29875/22003",11
"GO:0070848","response to growth factor","12/103","655/29008",3.73734327210554e-06,0.000384034884289054,0.000276194723506344,"15901/19716/17127/12741/17965/240725/29875/20661/13207/19272/381290/18935",12
"GO:0030855","epithelial cell differentiation","12/103","656/29008",3.79586930002035e-06,0.000384034884289054,0.000276194723506344,"15903/15901/50918/15902/218518/19041/14063/17127/12741/18991/77889/230959",12
"GO:0010927","cellular component assembly involved in morphogenesis","6/103","117/29008",3.93358948247514e-06,0.000384034884289054,0.000276194723506344,"68760/208177/11459/16691/232664/22003",6
"GO:0003013","circulatory system process","11/103","556/29008",4.72476780091601e-06,0.000444803140114808,0.000319898752234953,"271127/15902/14063/17127/12741/15464/21953/22003/320790/74166/381290",11
