"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","4/28","213/29008",5.03906006453192e-05,0.0347298342512135,0.025689208834468,"54725/72333/17391/219228",4
"GO:0050808","synapse organization","5/28","489/29008",9.5141171373211e-05,0.0347298342512135,0.025689208834468,"54725/72333/30785/11735/219228",5
"GO:0098609","cell-cell adhesion","6/28","816/29008",0.000107897968755219,0.0347298342512135,0.025689208834468,"54725/72333/11735/16423/17391/219228",6
"GO:1903829","positive regulation of cellular protein localization","4/28","277/29008",0.000139058395400254,0.0347298342512135,0.025689208834468,"18053/11735/229521/269587",4
