"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048812","neuron projection morphogenesis","21/89","710/29008",2.98202673093289e-15,3.10736046669063e-12,2.19083858647199e-12,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",21
"GO:0120039","plasma membrane bounded cell projection morphogenesis","21/89","725/29008",4.49780116647555e-15,3.10736046669063e-12,2.19083858647199e-12,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",21
"GO:0048858","cell projection morphogenesis","21/89","730/29008",5.14747730539585e-15,3.10736046669063e-12,2.19083858647199e-12,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",21
"GO:0032989","cellular component morphogenesis","22/89","848/29008",8.6081341911167e-15,3.42368004746449e-12,2.41385910521923e-12,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/50876/20979/17762/382018/16728/320563",22
"GO:0032990","cell part morphogenesis","21/89","753/29008",9.45245733700853e-15,3.42368004746449e-12,2.41385910521923e-12,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",21
"GO:0030182","neuron differentiation","28/89","1570/29008",1.16831297010027e-14,3.52635798141931e-12,2.48625198724847e-12,"83814/16872/11735/18420/20666/75770/16572/17760/269397/330863/19055/17268/18997/226778/56177/20745/12386/14432/13839/665113/22129/218194/11787/20979/17762/382018/16728/320563",28
"GO:0022008","neurogenesis","30/89","1879/29008",1.85588425761193e-14,4.80143770076459e-12,3.38524451801996e-12,"83814/16872/11735/18420/20666/75770/16572/17760/260315/269397/330863/19055/17268/18997/226778/56177/20745/12386/14432/13839/665113/320772/22129/218194/11787/20979/17762/382018/16728/320563",30
"GO:0048699","generation of neurons","29/89","1750/29008",2.24969669341939e-14,5.09275088972815e-12,3.59063432778648e-12,"83814/16872/11735/18420/20666/75770/16572/17760/269397/330863/19055/17268/18997/226778/56177/20745/12386/14432/13839/665113/320772/22129/218194/11787/20979/17762/382018/16728/320563",29
"GO:0031175","neuron projection development","24/89","1132/29008",3.49686973167498e-14,7.03647898229265e-12,4.96105612224766e-12,"83814/16872/11735/75770/16572/17760/269397/330863/19055/18997/226778/56177/20745/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",24
"GO:0048667","cell morphogenesis involved in neuron differentiation","19/89","657/29008",1.11356127579026e-13,2.01665947045616e-11,1.42184192371956e-11,"83814/16872/11735/75770/16572/17760/269397/19055/18997/56177/12386/14432/13839/665113/218194/11787/17762/16728/320563",19
"GO:0050808","synapse organization","17/89","489/29008",1.35116365605435e-13,2.22450671010403e-11,1.56838422468319e-11,"227580/11735/20964/20618/233878/18027/18190/269788/242662/12386/238988/14432/13839/320772/17762/382018/16728",17
"GO:0000902","cell morphogenesis","23/89","1135/29008",3.39073806916652e-13,5.11718886938381e-11,3.60786427885876e-11,"83814/16872/11735/75770/16572/17760/269397/246710/19055/18997/56177/12386/14432/13839/665113/22129/218194/11787/20979/17762/382018/16728/320563",23
"GO:0048666","neuron development","24/89","1292/29008",6.02288040942064e-13,8.26726310990587e-11,5.82881813032394e-11,"83814/16872/11735/75770/16572/17760/269397/330863/19055/18997/226778/56177/20745/12386/14432/13839/665113/218194/11787/20979/17762/382018/16728/320563",24
