"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034330","cell junction organization","5/20","761/29008",0.000137015617415732,0.0471609821231966,0.0342929579150668,"27083/72333/54725/20194/14758",5
"GO:0034329","cell junction assembly","4/20","439/29008",0.000206846412821038,0.0471609821231966,0.0342929579150668,"27083/54725/20194/14758",4
