geneid	Ascl1_D3_GFPpos_1	Ascl1_D3_GFPpos_2	Ascl1_D3_GFPneg_1	Ascl1_D3_GFPneg_2	Ascl1_D4_GFPpos_1	Ascl1_D4_GFPpos_2	Ascl1_D4_GFPneg_1	Ascl1_D4_GFPneg_2	Ascl1_D6_GFPpos_1	Ascl1_D6_GFPpos_2	Ascl1_D6_GFPneg_1	Ascl1_D6_GFPneg_2	Ngn2_D3_GFPpos_1	Ngn2_D3_GFPpos_2	Ngn2_D3_GFPneg_1	Ngn2_D3_GFPneg_2	Ngn2_D4_GFPpos_1	Ngn2_D4_GFPpos_2	Ngn2_D4_GFPneg_1	Ngn2_D4_GFPneg_2	Ngn2_D6_GFPpos_1	Ngn2_D6_GFPpos_2	Ngn2_D6_GFPneg_1	Ngn2_D6_GFPneg_2
H19	1184.46836748413	464.544872849187	1384.8145323012	1217.10841504424	80.2136251202901	43.9350482271645	2004.35925667932	4294.01184407903	104.394076948349	232.027012261009	10685.6751517807	11507.41453922	47.5853867989261	105.299334353165	67.937805710228	49.4291825796194	9.31595337516991	21.1283556054373	115.074688267464	56.3847999467298	3.61053626693417	12.6060670776245	81.9502351558239	210.207940611032
Ngfr	127.685239361003	100.183440985333	55.0714865231672	43.8022147494833	189.265381326123	242.581548331182	37.125000854852	48.749424909128	86.3146558008697	120.959818407386	31.6690792347167	30.1566282051396	183.931080580305	124.679579939637	19.1619452003207	14.5982559950171	257.38029324888	274.246055758576	14.384336033433	13.9619504629998	90.8651627178432	77.1194691807614	27.8179697317934	38.5178711986689
Ccnd2	85.624219336202	54.239442571677	106.222629937905	121.824909772	19.8716533530628	6.94699480514994	240.530926591173	221.403638128956	10.1089236523541	14.8389368306459	486.912093233769	609.341281674438	29.5867689941509	83.9810642080456	388.781615427995	441.789326164992	28.5978103609867	46.482382331962	825.660888319056	841.476014443101	8.12370660060188	10.7522336838562	438.133023275746	517.986387760017
Th	11.2663446495003	2.0738610395053	0.0	0.0	4.84674472025922	9.20007420141478	2.73552637877857	4.06245207576067	16.9130068799002	60.7047415799151	26.3908993622639	28.3827088989549	0.0	8.39810642080456	0.0	0.256109754298546	1.51655054944626	3.80310400897871	0.0	0.0	4.2122923114232	8.52763361133419	24.8106216526806	73.0259955533123
Glra1	27.7903168021006	21.2171937118619	32.1094768880839	45.6273070307117	1.69636065209073	1.68980954719863	35.952632406804	44.6869728333674	5.8320713378966	4.04698277199434	59.3795235650938	36.365345776786	19.4779562544827	45.8665812213172	88.0499300113911	132.664852726647	29.0311105179713	27.4668622870684	102.608263705156	113.843596082921	23.4684857350721	28.1782675852782	134.954745050187	211.666030372496
Cdh1	117.921073998103	139.267745191394	676.725893716885	561.672149548062	7.75479155241476	7.88577788692696	588.528960920075	586.008711928476	14.5801783447415	8.09396554398868	709.915192844899	724.646036576442	6.65702302368396	39.4064993591599	64.1370893068586	60.1857922601583	0.0	1.26770133632624	94.936617820658	68.1987580308065	0.0	5.19073350255125	37.4038917339655	29.890840110008
Cttnbp2	33.7990339485008	28.8745267808045	7.46732020653114	10.7224171522173	55.4952270469681	67.0291120388791	15.2407898246234	9.1405171704615	54.0438610645085	60.2550768274713	6.59772484056598	4.4347982654617	98.6225633138365	47.8046057799644	20.745577035058	15.1104755036142	91.4263331237605	96.3453015607939	8.63060162005982	9.12896761042292	65.591408849304	111.971536983605	16.9163329450095	7.89798620792895
Grasp	45.065378598001	38.7652486615221	66.8325158484537	53.3839492259327	5.33141919228515	3.37961909439727	67.8019752454402	97.498849818256	1.36081664550921	5.8456417817696	39.5863490433959	41.68710369534	170.617034532937	427.657419274817	241.028765247009	250.731449458277	49.8295180532344	57.0465601346806	102.608263705156	83.2347046832678	3.00878022244514	5.93226686005857	37.7798102438546	55.0428884952587
Sox9	53.3273646743012	52.9632203935199	218.419116041036	216.273435325574	13.3285479807129	8.63680435234857	162.568424795983	219.372412091076	29.5491614453428	17.087260592865	180.777660631508	150.783141025698	63.3649969291399	78.166990532104	102.302616524026	112.944401645659	42.2467653060031	60.4270970315506	114.115732531902	106.32562275669	53.255409937279	51.5365683467588	311.824403953009	431.594569393286
Hk2	61.5893507506014	47.5392761363522	195.830472416279	187.528231896225	12.1168618006481	7.88577788692696	231.34737374813	200.075764731213	24.8835043750255	13.9396073257583	286.341258080563	222.626872926177	15.7796101302138	51.6806548972589	182.276024178257	197.204510809881	7.58275274723132	11.4093120269361	265.63073875073	271.721035933764	22.8667296905831	25.2121341552489	248.294175781751	269.989620831048
Cryba1	6.75980678970016	7.33827752440336	2.98692808261246	10.0380075467566	0.0	2.25307939626484	6.64342120560509	2.03122603788033	0.0	0.0	0.0	0.88695965309234	4.68457175740723	9.69012279323604	10.4519701092658	11.268829189136	0.0	1.26770133632624	5.75373441337321	4.29598475784608	0.0	0.0	0.18795925494455	0.850552360853887
Rpa1	47.3186475279011	28.5554712362653	116.116829211559	125.703230869611	22.0526884771795	13.5184763775891	79.7210544672611	136.092144537982	12.052947431653	9.44295980132013	145.149946492452	102.887319758711	40.6818073669575	68.476867738868	110.695865248134	98.0900358963432	37.480463579172	30.8473991839384	166.858297987823	129.953538924844	18.3535593569154	16.3137338651611	96.0471792766651	98.9070888192948
Bcl11a	18.0261514392004	10.6883607420658	7.65400321169442	11.4068267576779	23.9913863652832	23.0940638117147	10.7467107737729	9.1405171704615	150.078635761873	89.9329504887631	35.6277141390563	38.1392650829706	0.986225633138365	1.29201637243147	0.31672636694745	2.30498778868692	0.0	4.22567112108745	2.87686720668661	3.75898666311532	31.2913143134295	34.8520678028441	133.263111755686	129.891496250401
C1ql4	0.751089643300017	0.0	0.0	0.0	0.727011708038883	0.938783081777019	0.0	0.0	7.19288798340581	13.4899425733145	3.95863490433959	2.66087895927702	0.0	0.646008186215736	0.0	0.0	4.33300156984647	2.53540267265247	0.958955735562202	0.0	13.5395110010031	14.0891337926391	3.759185098891	1.33658228134182
Uhrf1	12.0174342928003	36.8509153942865	151.959966202909	154.904707369266	0.969348944051845	5.25718525795131	149.672371867456	103.592527931897	2.9160356689483	0.899329504887631	73.894518214339	56.7654177979098	13.5606024556525	16.1502046553934	163.589168528358	128.56709665787	9.53260345366223	10.9867449148274	58.4962998692943	161.099428419228	3.00878022244514	2.96613343002928	88.5288090788831	41.5555582017185
Lsr	29.2924960887007	24.7268047017939	65.1523688019842	102.889577354255	3.63505854019442	7.51026465421615	75.0315806750693	101.561301894017	5.05446182617706	5.39597702932579	80.4922430549049	70.9567722473872	8.13636147339151	12.9201637243147	42.7580595379057	36.6236948646921	0.0	2.11283556054373	35.4813622158015	38.126864725884	0.0	0.0	11.4655145516176	16.7680322568338
