geneid	Ascl1_ESC_1	Ascl1_ESC_2	Ascl1_D2_1	Ascl1_D2_2	Ascl1_D3_GFPpos_1	Ascl1_D3_GFPpos_2	Ascl1_D3_GFPneg_1	Ascl1_D3_GFPneg_2	Ascl1_D4_GFPpos_1	Ascl1_D4_GFPpos_2	Ascl1_D4_GFPneg_1	Ascl1_D4_GFPneg_2	Ascl1_D6_GFPpos_1	Ascl1_D6_GFPpos_2	Ascl1_D6_GFPneg_1	Ascl1_D6_GFPneg_2	Ngn2_ESC_1	Ngn2_ESC_2	Ngn2_D2_combi_1	Ngn2_D2_combi_2	Ngn2_D3_GFPpos_1	Ngn2_D3_GFPpos_2	Ngn2_D3_GFPneg_1	Ngn2_D3_GFPneg_2	Ngn2_D4_GFPpos_1	Ngn2_D4_GFPpos_2	Ngn2_D4_GFPneg_1	Ngn2_D4_GFPneg_2	Ngn2_D6_GFPpos_1	Ngn2_D6_GFPpos_2	Ngn2_D6_GFPneg_1	Ngn2_D6_GFPneg_2
H19	236.18226400024	185.809882468707	938.258070672261	1123.68448337373	1184.46836748413	464.544872849187	1384.8145323012	1217.10841504424	80.2136251202901	43.9350482271645	2004.35925667932	4294.01184407903	104.394076948349	232.027012261009	10685.6751517807	11507.41453922	70.670302662336	61.825770536059	29.4502371603952	15.6285200347208	47.5853867989261	105.299334353165	67.937805710228	49.4291825796194	9.31595337516991	21.1283556054373	115.074688267464	56.3847999467298	3.61053626693417	12.6060670776245	81.9502351558239	210.207940611032
Ngfr	1.84038127792395	3.9255608972262	19.6935726977686	32.9823111946373	127.685239361003	100.183440985333	55.0714865231672	43.8022147494833	189.265381326123	242.581548331182	37.125000854852	48.749424909128	86.3146558008697	120.959818407386	31.6690792347167	30.1566282051396	4.5136142211346	3.82554667987591	16.5523230755506	11.6924483222726	183.931080580305	124.679579939637	19.1619452003207	14.5982559950171	257.38029324888	274.246055758576	14.384336033433	13.9619504629998	90.8651627178432	77.1194691807614	27.8179697317934	38.5178711986689
Lhx2	0.0	0.0	5.86118235052637	4.24524797554737	35.3012132351008	23.9291658404457	17.9215684956747	24.1824727262772	12.359199036661	9.38783081777019	41.6190799057025	28.4371645303247	29.7435638232727	16.1879310879774	17.1540845854715	18.6261527149391	0.386881218954394	0.1234047316089	52.4515172783682	44.8017574328662	240.392498077476	122.74155538099	72.0552484805448	61.4663410316511	60.0120717423736	67.1881708252905	42.1940523647369	33.2938818733071	33.9992165136301	17.7968005801757	28.3818474966271	28.6757653087882
Glra1	0.0	0.0	31.4159373988213	39.0236256213778	27.7903168021006	21.2171937118619	32.1094768880839	45.6273070307117	1.69636065209073	1.68980954719863	35.952632406804	44.6869728333674	5.8320713378966	4.04698277199434	59.3795235650938	36.365345776786	0.0	0.1234047316089	100.173799392293	81.3840709956201	19.4779562544827	45.8665812213172	88.0499300113911	132.664852726647	29.0311105179713	27.4668622870684	102.608263705156	113.843596082921	23.4684857350721	28.1782675852782	134.954745050187	211.666030372496
Trim25	92.6325243221722	103.373103626957	43.1383020998741	40.0032982311195	45.8164682413011	40.2009986119489	58.2450976109429	42.889668608869	17.6906182289462	7.32250803786075	72.2960542962907	79.217815477333	6.02647371582649	14.8389368306459	101.604962544716	127.722190045297	60.869311782158	62.4427941941035	18.0570797187825	23.6164302746892	14.7933844970755	24.548311076198	22.8042984202164	16.6471340294055	6.06620219778506	10.9867449148274	21.0970261823684	23.0909180734227	0.0	2.96613343002928	14.0969441208413	22.1143613822011
Cdh1	1849.58318431357	1661.82077982576	1154.41847575967	1455.79349807617	117.921073998103	139.267745191394	676.725893716885	561.672149548062	7.75479155241476	7.88577788692696	588.528960920075	586.008711928476	14.5801783447415	8.09396554398868	709.915192844899	724.646036576442	1470.01967162038	1390.89472996392	273.865709068201	265.569073775181	6.65702302368396	39.4064993591599	64.1370893068586	60.1857922601583	0.0	1.26770133632624	94.936617820658	68.1987580308065	0.0	5.19073350255125	37.4038917339655	29.890840110008
Grasp	53.3710570597946	37.9470886731866	74.0853449106533	79.3534813890778	45.065378598001	38.7652486615221	66.8325158484537	53.3839492259327	5.33141919228515	3.37961909439727	67.8019752454402	97.498849818256	1.36081664550921	5.8456417817696	39.5863490433959	41.68710369534	63.9643615337932	62.0725799992768	127.474384205214	124.10202575719	170.617034532937	427.657419274817	241.028765247009	250.731449458277	49.8295180532344	57.0465601346806	102.608263705156	83.2347046832678	3.00878022244514	5.93226686005857	37.7798102438546	55.0428884952587
Clcn4	7.97498553767046	5.2340811963016	47.3583533922531	35.4314927189915	158.479914736304	156.975327913324	70.379492946556	70.9504624327568	124.561339310662	232.44269104799	82.065791363357	72.1085243447519	208.593751518769	206.845786124155	67.296793373773	67.4089336350179	6.06113909695218	6.29364131205392	41.4882903062502	31.6043405146576	181.465516497459	138.891760036383	87.8915668279173	66.588536117622	233.548784614725	166.914009282954	64.2500342826675	81.6237103990755	230.472565039298	173.148038977959	139.089848658967	91.4951325318538
Hk2	631.250778327915	692.207238210886	221.787140143918	226.957487923494	61.5893507506014	47.5392761363522	195.830472416279	187.528231896225	12.1168618006481	7.88577788692696	231.34737374813	200.075764731213	24.8835043750255	13.9396073257583	286.341258080563	222.626872926177	863.003039080935	833.72236674973	311.054694679503	291.037773091023	15.7796101302138	51.6806548972589	182.276024178257	197.204510809881	7.58275274723132	11.4093120269361	265.63073875073	271.721035933764	22.8667296905831	25.2121341552489	248.294175781751	269.989620831048
Slc5a5	11.6557480935184	11.7766826916786	79.0087380850955	85.3947958158183	18.7772410825004	3.82866653447132	37.3366010326557	37.1862552300301	3.87739577620738	7.13475142150534	17.5855267207194	62.9680071742904	0.777609511719547	4.94631227688197	36.9472591071695	53.2175791855404	5.41633706536152	3.57873721665811	0.859860938989642	2.19956948636811	0.0	0.646008186215736	2.05872138515842	3.07331705158255	0.0	0.422567112108745	6.71269014893541	1.61099428419228	0.0	1.8538333937683	0.3759185098891	1.21507480121984
Dbh	0.0	0.0	0.46889458804211	1.30623014632227	75.8600539733018	27.2792490581082	0.933415025816393	1.36881921092135	28.8381310855424	13.5184763775891	1.56315793073061	14.2185822651623	8.94250938477479	22.033572869747	1.3195449681132	7.09567722473872	0.0	0.0	0.0	0.0	0.0	0.646008186215736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoxa4	0.0	0.0	1.87557835216844	2.44918152435425	28.5414064454007	21.5362492564012	1.49346404130623	6.6159595194532	34.1695502778275	24.5961167425579	5.08026327487448	3.0468390568205	16.7186045019703	33.2751916808423	7.91726980867918	17.7391930618468	0.0	0.0	3.86937422545339	3.35723763708817	10.3553691479528	17.4422210278249	6.65125370589645	10.2443901719418	16.2487558869243	12.2544462511536	13.4253802978708	7.51797332623064	40.6185330030094	20.0214006526977	43.9824656570247	58.3235904585522
S100a4	596.896994473335	597.993776677458	3.75115670433688	5.22492058528907	7.51089643300018	4.46677762354987	0.0	0.228136535153559	1.69636065209073	0.375513232710808	0.0	2.03122603788033	0.0	0.0	1.3195449681132	0.88695965309234	238.318830875907	193.00500023632	0.644895704242231	1.27343496579206	4.68457175740723	9.69012279323604	2.05872138515842	2.04887803438837	0.0	3.80310400897871	0.0	0.0	0.0	1.8538333937683	0.0	4.13125432414745
S100a6	766.212072042339	711.835042697017	31.6503846928424	25.4714878532842	19.5283307258005	14.0384439597282	15.6813724337154	13.6881921092135	3.1503840681685	4.13064555981888	27.9414480118097	44.6869728333674	2.13842615722876	10.7919540586516	223.00309961113	242.139985294209	361.991860534995	357.750316934202	21.0665930052462	21.6483944184651	9.61569992309906	29.7163765659238	10.6103332927396	12.5493779606288	0.866600313969294	3.38053689686996	12.4664245623086	6.44397713676912	2.70790220020063	2.59536675127562	10.9016367867839	7.41195628744101
Calm1	753.942863522846	773.335496753561	1768.90483338886	1957.7124318005	1696.71150421474	2243.59858920019	1628.99590305477	1569.80749839164	2458.99593382352	2554.61652213162	1524.46977194503	1571.15334030044	2249.62431740465	1648.02131770658	1355.17268225225	945.498990196435	728.755256103761	675.51750082712	5461.40675399271	4602.19396637252	2757.48687025487	2233.89630793401	2355.33562780471	2297.56060581226	1928.61899873866	1936.20250768227	1485.42243438585	1545.48051663513	2006.55553034866	1727.4019563133	1614.75795922863	1317.62711444279
